Poczatek gry. (27.10.2015 6:39)
Gracz,Tura,Dochod,Czas
1,1,3,2007
2,1,3,1377
1,2,3,2017
2,2,3,301
1,3,3,2017
2,3,3,135
1,4,3,2015
2,4,5,946
1,5,3,2017
2,5,5,778
1,6,3,2016
2,6,5,2850
1,7,3,2016
2,7,5,224
1,8,3,2017
2,8,5,393
1,9,3,2016
2,9,5,285
1,10,3,2015
2,10,5,303
1,11,3,2015
2,11,5,477
1,12,8,2017
2,12,5,306
1,13,8,2069
2,13,5,440
1,14,8,2017
2,14,5,381
1,15,8,2016
2,15,5,301
1,16,8,2016
2,16,5,179
1,17,10,2015
2,17,5,144
1,18,10,2015
2,18,5,242
1,19,10,2015
2,19,5,470
1,20,10,2016
2,20,5,282
1,21,10,2017
2,21,5,246
1,22,10,2016
2,22,5,176
1,23,10,2016
2,23,5,239
1,24,10,2016
2,24,5,195
1,25,10,2005
2,25,5,210
1,26,10,2007
2,26,5,67
1,27,10,2016
2,27,5,33
1,28,10,2015
2,28,8,53
1,29,10,2005
2,29,5,109
1,30,10,2016
2,30,5,74
1,31,10,2108
2,31,5,149
1,32,10,2016
2,32,5,197
1,33,5,2052
2,33,5,327
1,34,5,2016
2,34,5,573
1,35,5,2004
2,35,5,1096
1,36,5,2134
2,36,3,159
1,37,5,2016
2,37,5,163
1,38,5,2017
2,38,3,881
1,39,5,2016
2,39,3,906
1,40,3,2016
2,40,3,666
1,41,3,2018
2,41,3,836
1,42,3,2005
2,42,3,670
1,43,3,2007
2,43,3,729
1,44,3,2016
2,44,3,809
1,45,3,2005
2,45,3,143
1,46,3,2006
2,46,3,209
1,47,3,2014
2,47,3,185
1,48,5,2005
2,48,5,203
1,49,5,2006
2,49,3,885
1,50,3,2014
2,50,3,255
1,51,3,2017
2,51,3,276
1,52,3,2017
2,52,3,399
1,53,3,2159
2,53,5,431
1,54,3,2014
2,54,3,340
1,55,3,2016
2,55,3,413
1,56,3,2178
2,56,5,417
1,57,5,2014
2,57,5,299
1,58,5,2020
2,58,5,175
1,59,3,2098
2,59,5,175
1,60,3,2005
2,60,5,1716
1,61,3,2007
2,61,5,968
1,62,8,2014
2,62,7,341
1,63,8,2005
2,63,7,521
1,64,10,2016
2,64,7,858
1,65,6,2015
2,65,7,399
1,66,6,2041
2,66,7,500
1,67,8,2109
2,67,7,686
1,68,6,2058
2,68,7,930
1,69,3,2019
2,69,7,644
1,70,6,2018
2,70,7,587
1,71,6,2016
2,71,5,767
1,72,3,2015
2,72,5,1379
1,73,6,2017
2,73,5,515
1,74,6,2016
2,74,5,675
1,75,6,2017
2,75,5,543
1,76,3,2017
2,76,7,872
1,77,3,2018
2,77,7,732
1,78,3,2016
2,78,7,1517
1,79,8,2017
2,79,7,819
1,80,8,2004
2,80,7,706
1,81,6,2017
2,81,7,901
1,82,6,2018
2,82,5,1409
1,83,3,2016
2,83,5,193
1,84,3,2016
2,84,5,1736
1,85,3,2017
2,85,5,316
1,86,3,2015
2,86,5,198
1,87,3,2018
2,87,5,253
1,88,6,2007
2,88,5,207
1,89,6,2015
2,89,5,1928
1,90,6,2006
2,90,5,288
1,91,6,2017
2,91,5,2001
1,92,6,2017
2,92,5,186
1,93,3,2015
2,93,5,296
1,94,6,2015
2,94,5,208
1,95,11,2016
2,95,5,501
1,96,11,2016
2,96,5,2097
1,97,6,2017
2,97,5,245
1,98,3,2016
2,98,5,258
1,99,3,2005
2,99,5,208
1,100,3,2020
2,100,5,252
1,101,3,2017
2,101,5,160
1,102,3,2005
2,102,5,200
1,103,3,2016
2,103,5,191
1,104,6,2016
2,104,10,1490
1,105,13,2017
2,105,10,1272
1,106,6,2018
2,106,5,1524
1,107,3,2006
2,107,3,175
1,108,3,2007
2,108,3,205
1,109,3,2004
2,109,3,162
1,110,3,2084
2,110,3,197
1,111,6,2007
2,111,3,747
1,112,6,2005
2,112,5,847
1,113,6,2018
2,113,5,1828
1,114,6,2005
2,114,5,1978
1,115,5,2018
2,115,5,185
1,116,5,2009
2,116,5,198
1,117,5,2011
2,117,10,1037
1,118,5,2014
2,118,5,1014
1,119,5,2016
2,119,10,182
1,120,5,2017
2,120,5,164
1,121,5,2017
2,121,8,160
1,122,5,2016
2,122,8,159
1,123,5,2119
2,123,8,174
1,124,5,2016
2,124,3,153
1,125,5,2016
2,125,3,179
1,126,5,2016
2,126,3,937
1,127,5,2018
2,127,3,698
1,128,5,2018
2,128,3,960
1,129,5,2016
2,129,3,164
1,130,5,2004
2,130,8,648
1,131,5,2007
2,131,3,626
1,132,5,2005
2,132,3,591
1,133,5,2015
2,133,3,801
1,134,5,2017
2,134,3,691
1,135,5,2017
2,135,3,370
1,136,5,2016
2,136,3,667
1,137,5,2018
2,137,3,104
1,138,5,2005
2,138,3,378
1,139,5,2019
2,139,3,519
1,140,5,2017
2,140,3,550
1,141,5,2017
2,141,8,341
1,142,5,2015
2,142,3,213
1,143,5,2015
2,143,3,272
1,144,5,2017
2,144,3,244
1,145,5,2016
2,145,3,445
1,146,5,2017
2,146,3,709
1,147,5,2018
2,147,3,837
1,148,5,2016
2,148,8,601
1,149,5,2016
2,149,3,335
1,150,12,2158
2,150,3,387
1,151,12,2018
2,151,3,310
1,152,5,2016
2,152,3,213
1,153,8,2016
2,153,3,303
1,154,5,2004
2,154,3,467
1,155,7,2015
2,155,3,820
1,156,5,2019
2,156,3,134
1,157,5,2017
2,157,3,711
1,158,5,2015
2,158,3,407
1,159,5,2011
2,159,3,363
1,160,5,2016
2,160,5,312
1,161,5,2012
2,161,5,1532
1,162,5,2110
2,162,5,178
1,163,10,2035
2,163,5,865
1,164,5,2012
2,164,5,238
1,165,8,2016
2,165,5,706
1,166,8,2055
2,166,5,221
1,167,6,2017
2,167,3,190
1,168,6,2016
2,168,5,104
1,169,11,2016
2,169,5,284
1,170,8,2016
2,170,3,454
1,171,11,2016
2,171,3,277
1,172,11,2196
2,172,3,108
1,173,11,2015
2,173,3,52
1,174,8,2017
2,174,3,108
1,175,8,2016
2,175,3,265
1,176,8,2143
2,176,3,234
1,177,8,2080
2,177,3,210
1,178,3,2015
2,178,3,243
1,179,3,2004
2,179,3,113
1,180,3,2017
2,180,3,78
1,181,3,2017
2,181,3,83
1,182,3,2017
2,182,3,171
1,183,3,2017
2,183,3,169
1,184,3,2016
2,184,3,294
1,185,3,2080
2,185,3,155
1,186,3,2016
2,186,3,114
1,187,3,2016
2,187,3,346
1,188,3,2065
2,188,3,182
1,189,3,2039
2,189,3,126
1,190,3,2076
2,190,3,114
1,191,6,2008
2,191,3,101
1,192,6,2030
2,192,3,178
1,193,5,2141
2,193,3,115
1,194,5,2030
2,194,3,251
1,195,5,2015
2,195,3,167
1,196,5,2016
2,196,3,225
1,197,5,2016
2,197,3,189
1,198,5,2015
2,198,3,101
1,199,5,2017
2,199,3,121
1,200,5,2016
2,200,3,122
1,201,5,2015
2,201,3,124
1,202,5,2016
2,202,3,95
1,203,7,2045
2,203,3,115
1,204,7,2016
2,204,3,258
1,205,7,2012
2,205,3,89
1,206,10,2145
2,206,3,110
1,207,10,2016
2,207,3,101
1,208,10,2008
2,208,3,109
1,209,10,2016
2,209,3,38
1,210,10,2186
2,210,3,31
1,211,10,2015
2,211,3,34
1,212,10,2138
2,212,3,29
1,213,10,2170
2,213,3,49
1,214,10,2052
2,214,3,90
1,215,10,2016
2,215,3,27
1,216,10,2190
2,216,3,36
1,217,10,2017
2,217,3,27
1,218,10,2017
2,218,3,34
1,219,10,2005
2,219,3,72
1,220,15,2017
2,220,3,23
1,221,15,2010
2,221,3,26
1,222,15,2015
2,222,3,243
1,223,15,2016
2,223,3,237
1,224,15,2232
2,224,3,384
1,225,15,2070
2,225,3,83
1,226,15,2176
2,226,3,27
1,227,15,2018
2,227,3,16
1,228,15,2014
2,228,3,25
1,229,15,2016
2,229,3,32
1,230,20,2035
2,230,3,15
1,231,20,2016
2,231,3,25
1,232,27,2026
