Poczatek gry. (27.10.2015 5:10)
Gracz,Tura,Dochod,Czas
1,1,3,1010
2,1,3,12
1,2,3,1007
2,2,3,16
1,3,3,1006
2,3,3,11
1,4,3,1016
2,4,3,22
1,5,3,1017
2,5,3,21
1,6,3,1017
2,6,3,10
1,7,3,1004
2,7,3,10
1,8,3,1007
2,8,3,10
1,9,3,1006
2,9,3,18
1,10,3,1005
2,10,3,10
1,11,3,1007
2,11,3,21
1,12,6,1007
2,12,3,21
1,13,6,1006
2,13,3,10
1,14,6,1031
2,14,3,53
1,15,6,1005
2,15,3,10
1,16,6,1005
2,16,3,10
1,17,6,1005
2,17,3,10
1,18,6,1016
2,18,3,11
1,19,6,1006
2,19,3,11
1,20,6,1009
2,20,3,22
1,21,11,1006
2,21,3,30
1,22,13,1009
2,22,3,10
1,23,13,1015
2,23,3,11
1,24,13,1006
2,24,3,13
1,25,13,1007
2,25,3,10
1,26,13,1005
2,26,3,10
1,27,13,1006
2,27,3,20
1,28,13,1015
2,28,3,21
1,29,13,1014
2,29,3,120
1,30,13,1014
2,30,3,16
1,31,13,1013
2,31,3,20
1,32,13,1014
2,32,3,21
1,33,13,1014
2,33,3,10
1,34,13,1015
2,34,3,17
1,35,13,1012
2,35,3,20
1,36,13,1014
2,36,3,9
1,37,13,1005
2,37,3,25
1,38,13,1007
2,38,3,20
1,39,13,1015
2,39,3,10
1,40,13,1004
2,40,3,20
1,41,13,1014
2,41,3,9
1,42,13,1004
2,42,3,20
1,43,13,1015
2,43,3,20
1,44,13,1014
2,44,3,21
1,45,13,1126
2,45,3,134
1,46,13,1015
2,46,3,22
1,47,13,1015
2,47,3,20
1,48,13,1014
2,48,3,20
1,49,15,1015
2,49,3,20
1,50,15,1015
2,50,3,11
1,51,20,1008
2,51,3,11
1,52,20,1013
2,52,3,10
1,53,27,1016
