Poczatek gry. (26.10.2015 10:6)
Gracz,Tura,Dochod,Czas
1,1,3,27
2,1,3,10
1,2,3,72
2,2,3,9
1,3,3,30
2,3,3,17
1,4,3,53
2,4,3,8
1,5,3,58
2,5,3,18
1,6,3,42
2,6,3,18
1,7,3,72
2,7,3,9
1,8,3,31
2,8,3,20
1,9,6,55
2,9,3,10
1,10,6,77
2,10,3,20
1,11,6,94
2,11,3,18
1,12,6,130
2,12,3,19
1,13,6,82
2,13,3,18
1,14,6,96
2,14,3,17
1,15,6,144
2,15,3,8
1,16,8,101
2,16,3,21
1,17,8,79
2,17,3,20
1,18,8,79
2,18,3,19
1,19,8,118
2,19,3,20
1,20,8,67
2,20,3,17
1,21,8,83
2,21,3,18
1,22,8,101
2,22,3,19
1,23,8,67
2,23,3,20
1,24,8,100
2,24,3,19
1,25,8,95
2,25,3,18
1,26,13,93
2,26,3,19
1,27,13,177
2,27,3,19
1,28,13,298
2,28,3,19
1,29,13,554
2,29,3,18
1,30,13,627
2,30,3,9
1,31,13,842
2,31,3,9
1,32,13,813
2,32,3,19
1,33,15,491
2,33,3,9
1,34,15,369
2,34,3,16
1,35,15,666
2,35,3,23
1,36,15,392
2,36,3,19
1,37,15,371
2,37,3,22
1,38,15,331
2,38,3,17
1,39,15,538
2,39,3,19
1,40,15,478
2,40,3,21
1,41,15,296
2,41,3,12
1,42,15,287
2,42,3,19
1,43,15,172
2,43,3,21
1,44,15,196
2,44,3,19
1,45,15,216
2,45,3,9
1,46,20,139
2,46,3,18
1,47,20,65
2,47,3,8
1,48,20,86
2,48,3,9
1,49,20,67
2,49,3,8
1,50,20,33
2,50,3,9
1,51,20,38
2,51,3,20
1,52,20,23
2,52,3,20
1,53,20,25
2,53,3,19
1,54,20,20
2,54,3,19
1,55,20,24
2,55,3,9
1,56,20,19
2,56,3,20
1,57,20,19
