Poczatek gry. (27.10.2015 0:59)
Gracz,Tura,Dochod,Czas
1,1,3,893
2,1,3,37
1,2,3,189
2,2,3,8
1,3,3,198
2,3,3,13
1,4,3,250
2,4,3,8
1,5,3,191
2,5,3,15
1,6,5,131
2,6,3,17
1,7,5,98
2,7,3,18
1,8,5,117
2,8,3,9
1,9,5,111
2,9,3,19
1,10,5,165
2,10,3,8
1,11,5,97
2,11,3,19
1,12,5,152
2,12,3,9
1,13,5,143
2,13,3,9
1,14,5,755
2,14,3,8
1,15,5,268
2,15,8,9
1,16,12,148
2,16,8,17
1,17,12,883
2,17,3,8
1,18,12,203
2,18,3,22
1,19,12,346
2,19,3,20
1,20,12,679
2,20,3,18
1,21,12,512
2,21,3,9
1,22,14,315
2,22,3,9
1,23,7,446
2,23,3,9
1,24,7,463
2,24,3,8
1,25,7,514
2,25,3,17
1,26,14,479
2,26,3,9
1,27,14,378
2,27,3,8
1,28,14,225
2,28,3,17
1,29,14,233
2,29,3,18
1,30,14,198
2,30,3,9
1,31,7,124
2,31,3,18
1,32,14,152
2,32,3,18
1,33,14,173
2,33,3,18
1,34,17,116
2,34,3,16
1,35,17,398
2,35,3,8
1,36,17,400
2,36,3,18
1,37,17,358
2,37,3,10
1,38,17,296
2,38,3,9
1,39,17,251
2,39,3,10
1,40,17,139
2,40,3,8
1,41,22,269
2,41,3,16
1,42,22,263
2,42,3,16
1,43,22,140
2,43,3,18
1,44,22,146
2,44,3,9
1,45,22,50
2,45,3,9
1,46,22,28
2,46,3,18
1,47,22,28
2,47,3,9
1,48,22,22
2,48,3,9
1,49,22,11
2,49,3,9
1,50,22,13
2,50,3,9
1,51,27,10
