Poczatek gry. (27.10.2015 6:34)
Gracz,Tura,Dochod,Czas
1,1,3,2011
2,1,3,385
1,2,3,2009
2,2,3,120
1,3,3,2016
2,3,3,157
1,4,3,2016
2,4,3,238
1,5,3,2057
2,5,3,201
1,6,3,2016
2,6,5,173
1,7,3,2019
2,7,5,220
1,8,3,2018
2,8,3,198
1,9,3,2016
2,9,3,270
1,10,3,2015
2,10,3,397
1,11,5,2016
2,11,3,219
1,12,5,2016
2,12,3,135
1,13,5,2015
2,13,3,202
1,14,5,2015
2,14,3,133
1,15,5,2017
2,15,3,138
1,16,5,2016
2,16,3,148
1,17,5,2016
2,17,3,175
1,18,5,2016
2,18,3,128
1,19,5,2017
2,19,3,139
1,20,8,2012
2,20,3,223
1,21,3,2018
2,21,3,472
1,22,3,2014
2,22,3,291
1,23,3,2008
2,23,3,310
1,24,8,2016
2,24,3,126
1,25,8,2015
2,25,3,77
1,26,8,2015
2,26,3,172
1,27,8,2017
2,27,3,61
1,28,8,2019
2,28,3,94
1,29,8,2014
2,29,3,113
1,30,3,2016
2,30,3,269
1,31,5,2014
2,31,3,162
1,32,5,2017
2,32,3,167
1,33,5,2016
2,33,3,538
1,34,5,2022
2,34,3,691
1,35,5,2005
2,35,3,501
1,36,5,2005
2,36,3,291
1,37,5,2014
2,37,3,544
1,38,5,2017
2,38,3,590
1,39,5,2015
2,39,3,429
1,40,5,2017
2,40,3,260
1,41,5,2018
2,41,8,365
1,42,5,2016
2,42,3,384
1,43,5,2014
2,43,3,379
1,44,5,2016
2,44,3,480
1,45,5,2016
2,45,3,779
1,46,5,2017
2,46,3,775
1,47,5,2015
2,47,3,798
1,48,5,2016
2,48,3,773
1,49,5,2016
2,49,3,534
1,50,5,2017
2,50,3,776
1,51,5,2017
2,51,3,602
1,52,5,2016
2,52,3,494
1,53,5,2018
2,53,3,592
1,54,5,2015
2,54,3,514
1,55,5,2016
2,55,3,710
1,56,5,2015
2,56,3,326
1,57,5,2016
2,57,8,336
1,58,5,2017
2,58,3,370
1,59,5,2016
2,59,3,698
1,60,5,2016
2,60,3,744
1,61,5,2018
2,61,3,758
1,62,5,2016
2,62,3,975
1,63,5,2020
2,63,3,171
1,64,5,2138
2,64,3,528
1,65,5,2019
2,65,3,538
1,66,5,2016
2,66,5,352
1,67,5,2017
2,67,5,392
1,68,5,2016
2,68,5,164
1,69,5,2009
2,69,5,257
1,70,5,2016
2,70,5,179
1,71,5,2017
2,71,3,1065
1,72,5,2006
2,72,3,296
1,73,5,2019
2,73,3,351
1,74,5,2008
2,74,3,417
1,75,8,2016
2,75,3,307
1,76,5,2016
2,76,3,322
1,77,5,2007
2,77,3,314
1,78,5,2006
2,78,3,301
1,79,8,2008
2,79,3,261
1,80,8,2016
2,80,3,282
1,81,5,2006
2,81,3,338
1,82,5,2016
2,82,3,388
1,83,5,2004
2,83,3,379
1,84,5,2153
2,84,3,414
1,85,5,2018
2,85,3,355
1,86,5,2016
2,86,3,149
1,87,8,2226
2,87,3,368
1,88,13,2090
2,88,3,231
1,89,13,2015
2,89,3,160
1,90,8,2015
2,90,3,257
1,91,8,2016
2,91,3,259
1,92,8,2033
2,92,3,252
1,93,8,2026
2,93,3,200
1,94,10,2022
2,94,3,83
1,95,10,2014
2,95,3,125
1,96,10,2016
2,96,3,69
1,97,10,2016
2,97,3,63
1,98,10,2016
2,98,3,96
1,99,8,2015
2,99,3,357
1,100,13,2087
2,100,3,258
1,101,13,2124
2,101,3,108
1,102,13,2015
2,102,3,112
1,103,13,2015
2,103,3,62
1,104,10,2016
2,104,3,89
1,105,5,2016
2,105,3,208
1,106,5,2016
2,106,3,57
1,107,5,2006
2,107,3,40
1,108,5,2015
2,108,3,46
1,109,7,2112
2,109,3,86
1,110,7,2162
2,110,3,64
1,111,7,2017
2,111,3,71
1,112,7,2207
2,112,3,30
1,113,7,2198
2,113,3,37
1,114,7,2006
2,114,3,94
1,115,7,2016
2,115,3,21
1,116,12,2016
2,116,3,41
1,117,15,2016
2,117,3,357
1,118,10,2005
2,118,3,422
1,119,10,2017
2,119,3,283
1,120,10,2210
2,120,3,330
1,121,15,2017
2,121,3,282
1,122,15,2089
2,122,3,160
1,123,15,2024
2,123,3,23
1,124,20,2020
2,124,3,25
1,125,27,2015
