Poczatek gry. (26.10.2015 10:3)
Gracz,Tura,Dochod,Czas
1,1,3,160
2,1,3,17
1,2,3,211
2,2,3,8
1,3,3,271
2,3,3,17
1,4,3,349
2,4,3,8
1,5,3,345
2,5,3,17
1,6,3,240
2,6,3,16
1,7,3,200
2,7,3,15
1,8,3,120
2,8,3,16
1,9,3,111
2,9,3,17
1,10,8,174
2,10,3,17
1,11,3,113
2,11,3,17
1,12,8,92
2,12,3,17
1,13,8,195
2,13,3,17
1,14,8,408
2,14,3,17
1,15,8,713
2,15,3,17
1,16,8,794
2,16,3,17
1,17,10,546
2,17,3,17
1,18,10,394
2,18,3,15
1,19,10,273
2,19,3,17
1,20,10,288
2,20,3,16
1,21,10,212
2,21,3,17
1,22,13,146
2,22,3,18
1,23,13,105
2,23,3,17
1,24,13,202
2,24,3,18
1,25,13,206
2,25,3,16
1,26,13,371
2,26,3,17
1,27,13,344
2,27,3,1
1,28,13,470
2,28,3,17
1,29,13,315
2,29,3,15
1,30,13,692
2,30,3,17
1,31,13,617
2,31,3,17
1,32,13,411
2,32,3,17
1,33,13,467
2,33,3,17
1,34,13,316
2,34,3,15
1,35,13,316
2,35,5,8
1,36,13,272
2,36,5,17
1,37,13,244
2,37,5,8
1,38,13,427
2,38,3,17
1,39,13,654
2,39,3,15
1,40,13,421
2,40,3,16
1,41,13,255
2,41,3,17
1,42,13,253
2,42,5,15
1,43,20,94
2,43,5,16
1,44,20,70
2,44,3,17
1,45,20,88
2,45,3,17
1,46,20,128
2,46,3,14
1,47,20,75
2,47,3,17
1,48,20,80
2,48,3,18
1,49,22,47
