Poczatek gry. (27.10.2015 7:55)
Gracz,Tura,Dochod,Czas
1,1,3,2014
2,1,3,99
1,2,3,2005
2,2,3,277
1,3,3,2013
2,3,3,342
1,4,3,2051
2,4,3,193
1,5,3,2014
2,5,3,195
1,6,6,2019
2,6,3,250
1,7,6,2008
2,7,3,58
1,8,6,2009
2,8,3,86
1,9,6,2007
2,9,3,53
1,10,6,2006
2,10,3,216
1,11,8,2013
2,11,3,170
1,12,8,2004
2,12,3,68
1,13,8,2005
2,13,3,151
1,14,8,2003
2,14,3,315
1,15,8,2006
2,15,3,319
1,16,5,2113
2,16,3,586
1,17,5,2011
2,17,3,537
1,18,5,2006
2,18,3,710
1,19,3,2005
2,19,3,679
1,20,3,2014
2,20,3,426
1,21,3,2007
2,21,3,512
1,22,3,2005
2,22,3,361
1,23,3,2014
2,23,3,288
1,24,3,2014
2,24,6,443
1,25,3,2004
2,25,3,215
1,26,3,2015
2,26,3,804
1,27,3,2013
2,27,3,370
1,28,3,2015
2,28,3,383
1,29,5,2004
2,29,3,534
1,30,5,2089
2,30,3,544
1,31,5,2031
2,31,3,245
1,32,5,2004
2,32,3,387
1,33,3,2040
2,33,3,431
1,34,3,2017
2,34,3,381
1,35,3,2015
2,35,3,398
1,36,3,2014
2,36,3,845
1,37,3,2015
2,37,3,675
1,38,3,2016
2,38,3,939
1,39,3,2044
2,39,3,1634
1,40,3,2015
2,40,3,747
1,41,5,2004
2,41,3,474
1,42,5,2004
2,42,3,638
1,43,5,2014
2,43,3,298
1,44,3,2013
2,44,3,387
1,45,5,2014
2,45,3,299
1,46,10,2009
2,46,3,198
1,47,10,2014
2,47,3,891
1,48,10,2013
2,48,5,662
1,49,10,2015
2,49,3,838
1,50,10,2086
2,50,3,1095
1,51,10,2016
2,51,3,764
1,52,10,2013
2,52,5,332
1,53,10,2013
2,53,5,1249
1,54,10,2070
2,54,5,98
1,55,5,2081
2,55,5,390
1,56,5,2051
2,56,5,115
1,57,5,2024
2,57,5,136
1,58,5,2013
2,58,5,180
1,59,5,2013
2,59,5,194
1,60,5,2014
2,60,5,140
1,61,5,2014
2,61,5,209
1,62,8,2014
2,62,5,670
1,63,8,2056
2,63,3,191
1,64,8,2013
2,64,3,104
1,65,5,2013
2,65,3,457
1,66,8,2013
2,66,3,634
1,67,8,2014
2,67,3,307
1,68,8,2014
2,68,3,1264
1,69,8,2005
2,69,5,2233
1,70,8,2013
2,70,3,554
1,71,8,2013
2,71,3,964
1,72,5,2006
2,72,3,165
1,73,5,2013
2,73,3,134
1,74,5,2014
2,74,5,111
1,75,5,2014
2,75,5,283
1,76,8,2006
2,76,5,333
1,77,10,2006
2,77,5,291
1,78,10,2014
2,78,3,397
1,79,10,2015
2,79,3,405
1,80,10,2194
2,80,3,319
1,81,5,2017
2,81,3,284
1,82,5,2014
2,82,3,414
1,83,12,2004
2,83,3,663
1,84,5,2004
2,84,3,1123
1,85,5,2005
2,85,3,1161
1,86,5,2005
2,86,3,1374
1,87,8,2015
2,87,3,1486
1,88,10,2018
2,88,3,183
1,89,5,2005
2,89,3,845
1,90,3,2204
2,90,3,154
1,91,6,2013
2,91,3,878
1,92,3,2004
2,92,3,200
1,93,3,2014
2,93,3,173
1,94,6,2014
2,94,5,539
1,95,6,2013
2,95,5,383
1,96,6,2014
2,96,3,187
1,97,11,2218
2,97,3,265
1,98,11,2013
2,98,3,196
1,99,13,2013
2,99,3,218
1,100,10,2014
2,100,3,313
1,101,13,2014
2,101,3,181
1,102,13,2014
2,102,3,180
1,103,10,2014
2,103,3,185
1,104,5,2014
2,104,3,373
1,105,5,2023
2,105,3,219
1,106,5,2014
2,106,3,362
1,107,8,2026
2,107,3,315
1,108,8,2014
2,108,3,323
1,109,10,2014
2,109,3,415
1,110,17,2014
2,110,3,212
1,111,17,2066
2,111,3,246
1,112,17,2013
2,112,3,217
1,113,17,2012
2,113,3,32
1,114,17,2018
2,114,3,28
1,115,22,2025
2,115,3,22
1,116,22,2021
2,116,3,23
1,117,27,2031
