Poczatek gry. (26.10.2015 10:27)
Gracz,Tura,Dochod,Czas
1,1,3,406
2,1,3,25
1,2,3,157
2,2,3,9
1,3,3,126
2,3,3,17
1,4,3,71
2,4,3,8
1,5,3,34
2,5,3,14
1,6,6,45
2,6,5,9
1,7,6,77
2,7,3,8
1,8,6,84
2,8,5,18
1,9,6,58
2,9,5,18
1,10,6,115
2,10,5,15
1,11,6,95
2,11,5,9
1,12,6,73
2,12,5,17
1,13,6,142
2,13,5,17
1,14,11,92
2,14,5,25
1,15,11,68
2,15,5,18
1,16,11,157
2,16,5,18
1,17,11,148
2,17,5,18
1,18,11,224
2,18,5,19
1,19,11,306
2,19,5,17
1,20,11,302
2,20,5,17
1,21,11,326
2,21,3,18
1,22,11,464
2,22,3,17
1,23,11,688
2,23,3,15
1,24,11,700
2,24,3,17
1,25,11,683
2,25,3,17
1,26,11,728
2,26,3,17
1,27,11,662
2,27,3,18
1,28,13,435
2,28,3,15
1,29,13,300
2,29,3,18
1,30,13,700
2,30,3,18
1,31,13,759
2,31,3,8
1,32,13,1163
2,32,3,8
1,33,11,724
2,33,3,16
1,34,13,688
2,34,3,18
1,35,13,796
2,35,3,15
1,36,15,553
2,36,8,17
1,37,15,206
2,37,8,16
1,38,15,229
2,38,3,16
1,39,15,518
2,39,3,17
1,40,15,467
2,40,3,17
1,41,15,542
2,41,3,16
1,42,15,519
2,42,3,8
1,43,15,335
2,43,3,8
1,44,15,334
2,44,3,15
1,45,15,551
2,45,3,14
1,46,15,335
2,46,3,14
1,47,15,210
2,47,3,17
1,48,15,132
2,48,3,18
1,49,20,79
2,49,3,15
1,50,20,36
2,50,3,16
1,51,20,37
2,51,3,16
1,52,20,24
2,52,3,16
1,53,20,22
2,53,3,11
1,54,20,11
2,54,3,11
1,55,20,11
2,55,3,17
1,56,20,17
2,56,3,17
1,57,27,17
