Poczatek gry. (27.10.2015 4:37)
Gracz,Tura,Dochod,Czas
1,1,3,1014
2,1,3,13
1,2,3,1019
2,2,3,22
1,3,3,1020
2,3,3,10
1,4,3,1005
2,4,3,10
1,5,3,1005
2,5,3,11
1,6,3,1007
2,6,3,11
1,7,3,1005
2,7,3,15
1,8,3,1017
2,8,3,18
1,9,3,1005
2,9,3,11
1,10,3,1007
2,10,3,13
1,11,5,1010
2,11,3,10
1,12,5,1014
2,12,3,10
1,13,5,1015
2,13,3,10
1,14,10,1004
2,14,3,12
1,15,10,1006
2,15,3,10
1,16,10,1004
2,16,3,76
1,17,10,1007
2,17,3,11
1,18,10,1008
2,18,3,11
1,19,10,1004
2,19,3,11
1,20,10,1009
2,20,3,10
1,21,10,1004
2,21,3,10
1,22,10,1015
2,22,3,9
1,23,10,1017
2,23,3,20
1,24,10,1016
2,24,3,14
1,25,10,1006
2,25,3,10
1,26,10,1005
2,26,3,13
1,27,10,1005
2,27,3,11
1,28,10,1015
2,28,3,21
1,29,10,1006
2,29,3,22
1,30,10,1018
2,30,3,10
1,31,10,1006
2,31,3,14
1,32,10,1004
2,32,3,12
1,33,10,1004
2,33,3,12
1,34,10,1005
2,34,3,15
1,35,10,1006
2,35,3,13
1,36,10,1007
2,36,3,11
1,37,10,1007
2,37,3,21
1,38,10,1014
2,38,3,11
1,39,15,1007
2,39,3,11
1,40,15,1006
2,40,3,11
1,41,15,1005
2,41,3,10
1,42,15,1014
2,42,3,10
1,43,15,1005
2,43,3,11
1,44,15,1129
2,44,3,113
1,45,15,1004
2,45,3,10
1,46,15,1014
2,46,3,10
1,47,22,1006
2,47,3,10
1,48,22,1013
2,48,3,20
1,49,22,1015
2,49,3,10
1,50,22,1005
2,50,3,10
1,51,25,1004
