Poczatek gry. (27.10.2015 4:36)
Gracz,Tura,Dochod,Czas
1,1,3,1008
2,1,3,27
1,2,3,1020
2,2,3,11
1,3,3,1005
2,3,3,9
1,4,3,1010
2,4,3,11
1,5,3,1010
2,5,3,25
1,6,3,1004
2,6,3,11
1,7,3,1011
2,7,3,12
1,8,3,1016
2,8,3,23
1,9,3,1017
2,9,3,21
1,10,5,1019
2,10,3,12
1,11,5,1006
2,11,3,10
1,12,5,1006
2,12,3,10
1,13,5,1006
2,13,3,10
1,14,5,1019
2,14,3,11
1,15,5,1015
2,15,3,10
1,16,5,1005
2,16,3,10
1,17,12,1005
2,17,3,13
1,18,12,1005
2,18,3,14
1,19,12,1004
2,19,3,11
1,20,12,1013
2,20,3,21
1,21,12,1008
2,21,3,10
1,22,12,1004
2,22,3,14
1,23,12,1008
2,23,3,8
1,24,12,1005
2,24,3,21
1,25,12,1005
2,25,3,21
1,26,12,1015
2,26,3,11
1,27,12,1004
2,27,3,21
1,28,12,1010
2,28,3,10
1,29,12,1004
2,29,3,10
1,30,12,1015
2,30,3,11
1,31,12,1016
2,31,3,21
1,32,12,1015
2,32,3,10
1,33,12,1006
2,33,3,20
1,34,12,1016
2,34,3,22
1,35,12,1013
2,35,3,21
1,36,12,1016
2,36,3,10
1,37,12,1005
2,37,3,12
1,38,12,1004
2,38,3,21
1,39,12,1016
2,39,3,14
1,40,17,1004
2,40,3,10
1,41,17,1131
2,41,3,183
1,42,17,1016
2,42,3,11
1,43,22,1014
2,43,3,10
1,44,22,1004
2,44,3,11
1,45,22,1015
2,45,3,11
1,46,24,1006
2,46,3,9
1,47,24,1006
2,47,3,11
1,48,17,1005
2,48,3,13
1,49,17,1012
2,49,3,10
1,50,24,1010
2,50,3,12
1,51,27,1010
