Poczatek gry. (27.10.2015 5:49)
Gracz,Tura,Dochod,Czas
1,1,3,2021
2,1,3,99
1,2,3,2017
2,2,3,67
1,3,3,2005
2,3,3,74
1,4,3,2017
2,4,3,67
1,5,3,2018
2,5,3,100
1,6,3,2016
2,6,3,92
1,7,3,2016
2,7,5,195
1,8,3,2006
2,8,3,139
1,9,3,2005
2,9,5,140
1,10,3,2013
2,10,5,431
1,11,3,2015
2,11,5,122
1,12,3,2016
2,12,5,119
1,13,3,2005
2,13,5,132
1,14,3,2017
2,14,5,395
1,15,3,2005
2,15,5,420
1,16,3,2017
2,16,5,487
1,17,3,2005
2,17,5,517
1,18,3,2017
2,18,8,473
1,19,3,2005
2,19,8,333
1,20,3,2005
2,20,8,121
1,21,3,2016
2,21,8,559
1,22,3,2016
2,22,8,562
1,23,8,2017
2,23,8,107
1,24,3,2017
2,24,8,263
1,25,3,2016
2,25,8,191
1,26,3,2017
2,26,8,412
1,27,3,2014
2,27,8,273
1,28,3,2016
2,28,8,178
1,29,3,2015
2,29,13,144
1,30,3,2015
2,30,13,167
1,31,3,2167
2,31,13,336
1,32,3,2016
2,32,13,253
1,33,3,2016
2,33,13,177
1,34,3,2016
2,34,13,231
1,35,3,2015
2,35,13,240
1,36,3,2015
2,36,13,200
1,37,3,2016
2,37,13,133
1,38,3,2016
2,38,18,514
1,39,3,2017
2,39,18,282
1,40,3,2016
2,40,18,141
1,41,3,2078
2,41,18,120
1,42,3,2015
2,42,18,79
1,43,3,2195
2,43,18,52
1,44,3,2005
2,44,18,62
1,45,3,2005
2,45,18,46
1,46,5,2016
2,46,18,72
1,47,3,2186
2,47,18,111
1,48,3,2015
2,48,18,90
1,49,3,2015
2,49,18,81
1,50,3,2014
2,50,18,60
1,51,3,2017
2,51,20,58
1,52,3,2165
2,52,20,266
1,53,3,2032
2,53,20,129
1,54,3,2018
2,54,20,26
1,55,3,2022
2,55,20,23
1,56,3,2238
2,56,20,23
1,57,3,2095
2,57,17,20
1,58,3,2019
2,58,17,63
1,59,3,2013
2,59,24,25
1,60,3,2027
2,60,24,10
1,61,3,2025
2,61,27,22
