Poczatek gry. (26.10.2015 10:13)
Gracz,Tura,Dochod,Czas
1,1,3,68
2,1,3,10
1,2,3,52
2,2,3,8
1,3,3,17
2,3,3,18
1,4,3,36
2,4,3,8
1,5,3,53
2,5,3,8
1,6,3,108
2,6,3,8
1,7,3,340
2,7,3,22
1,8,3,280
2,8,3,16
1,9,3,384
2,9,3,17
1,10,3,385
2,10,3,20
1,11,5,422
2,11,3,8
1,12,5,288
2,12,3,18
1,13,5,263
2,13,3,16
1,14,5,270
2,14,3,17
1,15,5,359
2,15,3,8
1,16,5,1269
2,16,3,15
1,17,5,1362
2,17,3,16
1,18,5,2151
2,18,3,17
1,19,5,1473
2,19,3,15
1,20,5,1193
2,20,3,17
1,21,8,888
2,21,3,18
1,22,8,1409
2,22,3,18
1,23,8,2527
2,23,3,8
1,24,8,1824
2,24,3,17
1,25,10,1226
2,25,3,21
1,26,10,774
2,26,3,17
1,27,10,839
2,27,3,8
1,28,10,628
2,28,3,8
1,29,10,775
2,29,3,8
1,30,10,1895
2,30,3,17
1,31,10,1690
2,31,3,17
1,32,10,1612
2,32,3,9
1,33,10,1484
2,33,3,8
1,34,10,2000
2,34,3,8
1,35,10,1385
2,35,3,8
1,36,7,1406
2,36,3,15
1,37,10,1549
2,37,3,17
1,38,10,1080
2,38,3,17
1,39,10,673
2,39,3,17
1,40,10,475
2,40,3,18
1,41,10,436
2,41,3,17
1,42,17,387
2,42,3,8
1,43,14,279
2,43,3,9
1,44,17,260
2,44,3,16
1,45,17,194
2,45,3,17
1,46,17,239
2,46,3,9
1,47,17,343
2,47,3,18
1,48,17,336
2,48,3,17
1,49,17,226
2,49,3,8
1,50,17,147
2,50,3,17
1,51,17,95
2,51,3,8
1,52,22,51
