Poczatek gry. (27.10.2015 6:10)
Gracz,Tura,Dochod,Czas
1,1,3,2008
2,1,3,124
1,2,3,2005
2,2,3,115
1,3,3,2014
2,3,3,190
1,4,5,2014
2,4,3,518
1,5,5,2014
2,5,3,371
1,6,5,2013
2,6,3,359
1,7,5,2014
2,7,3,228
1,8,5,2014
2,8,8,419
1,9,5,2026
2,9,8,211
1,10,5,2015
2,10,3,685
1,11,5,2013
2,11,3,676
1,12,5,2014
2,12,3,437
1,13,5,2004
2,13,3,381
1,14,5,2063
2,14,5,2015
1,15,5,2004
2,15,5,2794
1,16,5,2014
2,16,3,276
1,17,5,2014
2,17,3,356
1,18,5,2015
2,18,3,172
1,19,5,2004
2,19,3,169
1,20,5,2014
2,20,3,99
1,21,5,2010
2,21,3,655
1,22,5,2014
2,22,6,351
1,23,10,2015
2,23,6,189
1,24,10,2014
2,24,6,181
1,25,10,2004
2,25,6,212
1,26,5,2013
2,26,6,537
1,27,10,2014
2,27,6,241
1,28,5,2111
2,28,6,529
1,29,10,2009
2,29,8,124
1,30,10,2038
2,30,6,473
1,31,10,2004
2,31,6,92
1,32,10,2014
2,32,6,111
1,33,10,2084
2,33,6,146
1,34,5,2014
2,34,6,605
1,35,5,2015
2,35,6,337
1,36,10,2003
2,36,6,81
1,37,12,2014
2,37,11,125
1,38,12,2018
2,38,6,539
1,39,12,2004
2,39,3,305
1,40,12,2013
2,40,3,385
1,41,12,2016
2,41,3,19
1,42,7,2005
2,42,3,108
1,43,7,2014
2,43,3,26
1,44,7,2154
2,44,3,184
1,45,7,2122
2,45,3,81
1,46,7,2014
2,46,3,182
1,47,7,2035
2,47,3,75
1,48,7,2012
2,48,3,90
1,49,7,2014
2,49,3,187
1,50,7,2044
2,50,3,154
1,51,12,2039
2,51,3,140
1,52,12,2015
2,52,3,80
1,53,5,2015
2,53,3,39
1,54,5,2078
2,54,3,43
1,55,5,2013
2,55,3,45
1,56,5,2105
2,56,3,29
1,57,5,2071
2,57,3,60
1,58,5,2140
2,58,3,81
1,59,12,2045
2,59,3,94
1,60,5,2035
2,60,3,83
1,61,5,2016
2,61,3,639
1,62,5,2091
2,62,3,167
1,63,5,2197
2,63,3,101
1,64,5,2013
2,64,3,69
1,65,5,2014
2,65,3,153
1,66,5,2014
2,66,3,129
1,67,5,2030
2,67,3,148
1,68,5,2014
2,68,3,161
1,69,5,2012
2,69,3,136
1,70,5,2014
2,70,3,81
1,71,5,2014
2,71,3,159
1,72,5,2005
2,72,3,43
1,73,5,2010
2,73,3,52
1,74,5,2015
2,74,3,15
1,75,12,2150
2,75,3,32
1,76,12,2152
2,76,3,23
1,77,12,2063
2,77,3,21
1,78,12,2140
2,78,3,11
1,79,12,2015
2,79,3,24
1,80,12,2015
2,80,3,10
1,81,14,2009
2,81,3,25
1,82,14,2097
2,82,3,27
1,83,14,2015
2,83,3,25
1,84,14,2015
2,84,3,43
1,85,19,2015
2,85,3,176
1,86,19,2041
2,86,3,56
1,87,19,2105
2,87,3,235
1,88,12,2103
2,88,3,294
1,89,12,2015
2,89,3,110
1,90,12,2125
2,90,3,292
1,91,12,2017
2,91,3,119
1,92,15,2017
2,92,3,63
1,93,15,2012
2,93,3,27
1,94,15,2004
2,94,3,64
1,95,20,2023
2,95,3,12
1,96,20,2014
2,96,3,25
1,97,20,2031
2,97,3,11
1,98,27,2019
