Poczatek gry. (27.10.2015 7:25)
Gracz,Tura,Dochod,Czas
1,1,3,2012
2,1,3,125
1,2,3,2012
2,2,3,145
1,3,3,2015
2,3,3,107
1,4,5,2012
2,4,3,125
1,5,5,2016
2,5,3,83
1,6,5,2040
2,6,3,65
1,7,5,2013
2,7,3,131
1,8,5,2014
2,8,3,200
1,9,5,2014
2,9,8,364
1,10,5,2004
2,10,3,196
1,11,5,2013
2,11,3,673
1,12,5,2013
2,12,3,426
1,13,5,2013
2,13,5,2088
1,14,5,2013
2,14,5,1171
1,15,5,2012
2,15,5,312
1,16,5,2013
2,16,3,200
1,17,5,2003
2,17,3,268
1,18,5,2011
2,18,3,156
1,19,5,2012
2,19,3,187
1,20,5,2012
2,20,6,177
1,21,5,2012
2,21,6,187
1,22,5,2013
2,22,3,159
1,23,5,2012
2,23,3,358
1,24,5,2012
2,24,3,240
1,25,5,2012
2,25,3,393
1,26,5,2013
2,26,3,677
1,27,5,2016
2,27,3,907
1,28,5,2014
2,28,3,927
1,29,5,2126
2,29,3,921
1,30,5,2014
2,30,5,135
1,31,5,2003
2,31,3,749
1,32,5,2003
2,32,3,172
1,33,5,2013
2,33,3,1394
1,34,3,2015
2,34,3,195
1,35,3,2010
2,35,3,1551
1,36,3,2015
2,36,3,1380
1,37,5,2014
2,37,3,1063
1,38,3,2013
2,38,3,164
1,39,3,2013
2,39,3,213
1,40,3,2012
2,40,3,231
1,41,3,2012
2,41,3,225
1,42,3,2013
2,42,3,231
1,43,3,2012
2,43,3,386
1,44,3,2011
2,44,3,265
1,45,10,2005
2,45,3,147
1,46,10,2012
2,46,3,177
1,47,3,2124
2,47,3,274
1,48,3,2013
2,48,3,205
1,49,3,2047
2,49,3,312
1,50,3,2057
2,50,3,154
1,51,3,2032
2,51,3,735
1,52,10,2132
2,52,3,273
1,53,3,2119
2,53,3,401
1,54,3,2012
2,54,3,390
1,55,3,2012
2,55,3,413
1,56,3,2013
2,56,3,426
1,57,5,2012
2,57,8,373
1,58,5,2013
2,58,8,244
1,59,5,2012
2,59,8,273
1,60,5,2013
2,60,8,384
1,61,5,2011
2,61,8,256
1,62,5,2012
2,62,3,364
1,63,7,2012
2,63,8,130
1,64,7,2013
2,64,8,120
1,65,7,2013
2,65,8,102
1,66,7,2003
2,66,8,109
1,67,7,2012
2,67,3,90
1,68,12,2013
2,68,3,208
1,69,19,2163
2,69,3,278
1,70,12,2013
2,70,8,454
1,71,12,2013
2,71,3,287
1,72,12,2012
2,72,3,140
1,73,12,2072
2,73,3,122
1,74,12,2013
2,74,3,142
1,75,12,2012
2,75,3,70
1,76,12,2012
2,76,3,66
1,77,12,2004
2,77,3,29
1,78,12,2012
2,78,3,316
1,79,10,2013
2,79,3,64
1,80,10,2012
2,80,3,107
1,81,15,2011
2,81,3,85
1,82,15,2005
2,82,5,88
1,83,15,2013
2,83,5,95
1,84,15,2065
2,84,5,83
1,85,15,2012
2,85,5,94
1,86,18,2030
2,86,5,49
1,87,18,2012
2,87,5,19
1,88,18,2005
2,88,5,18
1,89,18,2013
2,89,5,19
1,90,18,2014
2,90,5,31
1,91,18,2012
2,91,3,235
1,92,18,2130
2,92,3,215
1,93,18,2146
2,93,3,22
1,94,18,2014
2,94,3,170
1,95,18,2182
2,95,3,18
1,96,18,2015
2,96,3,170
1,97,13,2015
2,97,3,20
1,98,13,2143
2,98,3,22
1,99,13,2015
2,99,3,149
1,100,20,2004
2,100,3,14
1,101,20,2123
2,101,3,44
1,102,20,2043
2,102,3,110
1,103,22,2019
2,103,3,29
1,104,27,2028
