Poczatek gry. (27.10.2015 4:49)
Gracz,Tura,Dochod,Czas
1,1,3,1011
2,1,3,25
1,2,3,1005
2,2,3,23
1,3,5,1008
2,3,3,11
1,4,5,1006
2,4,3,12
1,5,5,1007
2,5,3,10
1,6,5,1005
2,6,3,22
1,7,5,1018
2,7,3,18
1,8,5,1009
2,8,3,23
1,9,5,1016
2,9,3,23
1,10,5,1018
2,10,3,23
1,11,5,1019
2,11,3,11
1,12,5,1006
2,12,3,10
1,13,5,1007
2,13,3,28
1,14,5,1009
2,14,3,10
1,15,8,1007
2,15,3,25
1,16,8,1007
2,16,3,22
1,17,8,1018
2,17,3,22
1,18,8,1017
2,18,3,10
1,19,8,1017
2,19,3,25
1,20,8,1006
2,20,3,10
1,21,8,1015
2,21,3,11
1,22,8,1007
2,22,3,23
1,23,8,1008
2,23,3,11
1,24,8,1004
2,24,3,10
1,25,8,1005
2,25,3,24
1,26,8,1009
2,26,3,22
1,27,8,1023
2,27,3,11
1,28,8,1017
2,28,3,14
1,29,8,1006
2,29,3,12
1,30,10,1023
2,30,3,11
1,31,10,1006
2,31,3,11
1,32,10,1013
2,32,3,25
1,33,10,1010
2,33,3,10
1,34,15,1005
2,34,3,11
1,35,15,1019
2,35,3,11
1,36,15,1006
2,36,3,11
1,37,15,1018
2,37,3,11
1,38,15,1009
2,38,3,10
1,39,15,1005
2,39,3,10
1,40,15,1006
2,40,3,23
1,41,15,1007
2,41,3,11
1,42,15,1015
2,42,3,25
1,43,15,1005
2,43,3,10
1,44,15,1018
2,44,3,11
1,45,15,1017
2,45,3,12
1,46,15,1017
2,46,3,11
1,47,15,1004
2,47,3,11
1,48,15,1005
2,48,3,11
1,49,15,1005
2,49,3,12
1,50,15,1186
2,50,3,125
1,51,22,1006
2,51,3,12
1,52,22,1006
2,52,3,10
1,53,22,1023
2,53,3,11
1,54,22,1012
2,54,3,11
1,55,27,1025
