Poczatek gry. (27.10.2015 0:48)
Gracz,Tura,Dochod,Czas
1,1,3,420
2,1,3,21
1,2,3,150
2,2,3,10
1,3,3,115
2,3,3,10
1,4,3,105
2,4,3,22
1,5,3,131
2,5,3,22
1,6,3,96
2,6,3,21
1,7,5,233
2,7,3,22
1,8,5,193
2,8,3,20
1,9,5,414
2,9,3,19
1,10,5,146
2,10,3,21
1,11,5,219
2,11,3,23
1,12,5,340
2,12,3,21
1,13,5,147
2,13,3,20
1,14,5,320
2,14,3,22
1,15,5,228
2,15,3,21
1,16,5,304
2,16,3,21
1,17,5,520
2,17,3,10
1,18,10,516
2,18,3,21
1,19,10,1188
2,19,3,18
1,20,10,184
2,20,3,19
1,21,10,190
2,21,3,20
1,22,10,1082
2,22,3,20
1,23,12,768
2,23,3,21
1,24,12,524
2,24,3,19
1,25,12,536
2,25,3,22
1,26,7,509
2,26,3,20
1,27,12,497
2,27,3,22
1,28,12,502
2,28,3,22
1,29,12,439
2,29,3,22
1,30,12,427
2,30,3,9
1,31,12,280
2,31,10,22
1,32,12,239
2,32,3,20
1,33,15,283
2,33,3,9
1,34,15,171
2,34,3,22
1,35,15,124
2,35,3,9
1,36,15,179
2,36,3,21
1,37,15,116
2,37,3,22
1,38,15,129
2,38,3,21
1,39,15,176
2,39,3,22
1,40,15,186
2,40,3,21
1,41,15,307
2,41,3,22
1,42,15,497
2,42,3,21
1,43,15,374
2,43,3,22
1,44,15,407
2,44,3,21
1,45,15,303
2,45,3,10
1,46,15,195
2,46,3,21
1,47,15,199
2,47,3,10
1,48,15,186
2,48,3,21
1,49,15,117
2,49,3,22
1,50,20,69
2,50,3,12
1,51,20,46
2,51,3,22
1,52,20,42
2,52,3,21
1,53,20,29
2,53,3,13
1,54,20,24
2,54,3,21
1,55,20,11
2,55,3,12
1,56,20,21
2,56,3,12
1,57,20,13
2,57,3,16
1,58,27,21
