Poczatek gry. (26.10.2015 10:16)
Gracz,Tura,Dochod,Czas
1,1,3,33
2,1,3,12
1,2,3,53
2,2,3,9
1,3,3,49
2,3,3,10
1,4,3,95
2,4,3,11
1,5,3,82
2,5,3,8
1,6,3,91
2,6,3,10
1,7,8,53
2,7,3,17
1,8,8,222
2,8,3,17
1,9,8,401
2,9,3,11
1,10,8,434
2,10,3,7
1,11,8,597
2,11,3,8
1,12,3,367
2,12,3,16
1,13,8,848
2,13,3,9
1,14,8,968
2,14,3,8
1,15,8,689
2,15,3,8
1,16,10,928
2,16,3,15
1,17,10,703
2,17,3,8
1,18,10,542
2,18,3,10
1,19,10,526
2,19,3,8
1,20,10,407
2,20,3,7
1,21,10,355
2,21,3,18
1,22,10,209
2,22,3,20
1,23,13,267
2,23,3,10
1,24,13,175
2,24,3,8
1,25,13,133
2,25,3,17
1,26,13,145
2,26,3,8
1,27,13,152
2,27,3,17
1,28,13,176
2,28,3,9
1,29,13,332
2,29,3,9
1,30,13,331
2,30,3,9
1,31,13,294
2,31,3,8
1,32,15,238
2,32,3,8
1,33,15,118
2,33,3,9
1,34,15,103
2,34,3,18
1,35,15,122
2,35,3,17
1,36,15,294
2,36,3,8
1,37,15,283
2,37,3,10
1,38,15,321
2,38,3,18
1,39,15,243
2,39,3,11
1,40,15,241
2,40,3,19
1,41,15,140
2,41,3,8
1,42,15,96
2,42,3,9
1,43,15,80
2,43,3,8
1,44,15,69
2,44,3,18
1,45,22,57
2,45,3,9
1,46,22,29
2,46,3,20
1,47,22,50
2,47,3,8
1,48,22,23
2,48,3,8
1,49,22,21
2,49,3,13
1,50,22,19
2,50,3,19
1,51,22,9
2,51,3,10
1,52,22,18
