Poczatek gry. (27.10.2015 4:28)
Gracz,Tura,Dochod,Czas
1,1,3,1010
2,1,3,14
1,2,3,1006
2,2,3,10
1,3,3,1005
2,3,3,10
1,4,3,1009
2,4,3,14
1,5,3,1012
2,5,3,15
1,6,3,1025
2,6,3,10
1,7,3,1007
2,7,3,13
1,8,3,1013
2,8,3,23
1,9,3,1021
2,9,3,10
1,10,3,1004
2,10,3,9
1,11,3,1004
2,11,3,10
1,12,5,1004
2,12,3,11
1,13,5,1005
2,13,3,10
1,14,5,1017
2,14,3,9
1,15,5,1008
2,15,3,10
1,16,5,1015
2,16,3,10
1,17,5,1006
2,17,3,22
1,18,5,1015
2,18,3,10
1,19,5,1008
2,19,3,12
1,20,5,1005
2,20,3,10
1,21,8,1007
2,21,3,21
1,22,8,1015
2,22,3,21
1,23,8,1011
2,23,3,9
1,24,8,1004
2,24,3,9
1,25,8,1005
2,25,3,11
1,26,8,1006
2,26,3,10
1,27,8,1007
2,27,3,9
1,28,8,1015
2,28,3,10
1,29,8,1004
2,29,3,11
1,30,8,1014
2,30,3,19
1,31,8,1009
2,31,3,11
1,32,8,1006
2,32,3,11
1,33,13,1015
2,33,3,22
1,34,13,1008
2,34,3,10
1,35,13,1004
2,35,3,9
1,36,13,1005
2,36,3,10
1,37,13,1004
2,37,3,21
1,38,13,1014
2,38,3,9
1,39,13,1016
2,39,3,10
1,40,13,1004
2,40,3,24
1,41,13,1009
2,41,3,8
1,42,13,1012
2,42,3,19
1,43,13,1013
2,43,3,14
1,44,13,1005
2,44,3,20
1,45,13,1013
2,45,3,21
1,46,13,1006
2,46,3,10
1,47,13,1005
2,47,3,9
1,48,18,1016
2,48,3,14
1,49,18,1005
2,49,3,10
1,50,18,1013
2,50,3,20
1,51,18,1014
2,51,3,10
1,52,18,1119
2,52,3,127
1,53,18,1019
2,53,3,20
1,54,18,1014
2,54,3,18
1,55,18,1008
2,55,3,21
1,56,20,1009
2,56,3,20
1,57,22,1015
2,57,3,19
1,58,22,1034
2,58,3,20
1,59,22,1018
2,59,3,21
1,60,27,1024
