Poczatek gry. (27.10.2015 6:14)
Gracz,Tura,Dochod,Czas
1,1,3,2016
2,1,3,134
1,2,3,2006
2,2,3,256
1,3,3,2015
2,3,3,215
1,4,3,2024
2,4,3,209
1,5,3,2017
2,5,3,138
1,6,3,2015
2,6,3,157
1,7,3,2005
2,7,3,132
1,8,3,2015
2,8,3,236
1,9,3,2004
2,9,3,171
1,10,3,2017
2,10,3,185
1,11,3,2017
2,11,3,183
1,12,3,2014
2,12,3,165
1,13,5,2015
2,13,6,105
1,14,5,2005
2,14,3,401
1,15,5,2016
2,15,3,143
1,16,5,2006
2,16,3,108
1,17,5,2014
2,17,3,91
1,18,5,2014
2,18,3,99
1,19,5,2016
2,19,3,122
1,20,5,2015
2,20,3,119
1,21,5,2017
2,21,3,131
1,22,5,2016
2,22,3,266
1,23,5,2005
2,23,3,173
1,24,5,2005
2,24,3,137
1,25,5,2014
2,25,3,174
1,26,5,2005
2,26,3,127
1,27,5,2016
2,27,3,190
1,28,8,2014
2,28,3,189
1,29,8,2015
2,29,3,107
1,30,5,2016
2,30,3,99
1,31,5,2005
2,31,3,282
1,32,5,2017
2,32,3,450
1,33,5,2005
2,33,3,410
1,34,5,2005
2,34,3,296
1,35,5,2011
2,35,3,280
1,36,5,2015
2,36,3,135
1,37,5,2015
2,37,3,394
1,38,5,2018
2,38,3,326
1,39,5,2124
2,39,3,866
1,40,5,2014
2,40,3,552
1,41,5,2016
2,41,3,511
1,42,5,2015
2,42,3,122
1,43,5,2008
2,43,3,132
1,44,3,2015
2,44,3,192
1,45,6,2015
2,45,3,190
1,46,11,2038
2,46,3,224
1,47,11,2017
2,47,3,226
1,48,6,2016
2,48,3,526
1,49,11,2016
2,49,3,182
1,50,11,2005
2,50,3,312
1,51,6,2018
2,51,3,257
1,52,6,2015
2,52,3,363
1,53,6,2014
2,53,3,618
1,54,3,2028
2,54,3,931
1,55,6,2008
2,55,3,740
1,56,6,2016
2,56,3,827
1,57,3,2037
2,57,3,910
1,58,3,2018
2,58,3,312
1,59,3,2015
2,59,3,430
1,60,3,2016
2,60,3,414
1,61,3,2016
2,61,3,394
1,62,3,2016
2,62,3,168
1,63,3,2016
2,63,3,131
1,64,3,2017
2,64,3,239
1,65,3,2018
2,65,3,150
1,66,3,2016
2,66,3,119
1,67,3,2016
2,67,3,147
1,68,3,2014
2,68,3,335
1,69,3,2016
2,69,3,168
1,70,3,2005
2,70,3,167
1,71,3,2005
2,71,8,166
1,72,3,2020
2,72,8,643
1,73,3,2015
2,73,3,165
1,74,3,2016
2,74,3,184
1,75,3,2016
2,75,3,301
1,76,6,2005
2,76,3,210
1,77,3,2015
2,77,3,349
1,78,3,2016
2,78,3,315
1,79,3,2018
2,79,3,355
1,80,3,2089
2,80,3,525
1,81,3,2014
2,81,3,234
1,82,3,2017
2,82,3,215
1,83,3,2004
2,83,3,213
1,84,3,2015
2,84,3,530
1,85,3,2007
2,85,3,674
1,86,3,2016
2,86,5,218
1,87,3,2016
2,87,3,127
1,88,3,2013
2,88,3,475
1,89,3,2016
2,89,3,148
1,90,3,2017
2,90,3,404
1,91,3,2017
2,91,3,366
1,92,3,2017
2,92,3,334
1,93,3,2015
2,93,3,146
1,94,8,2016
2,94,3,143
1,95,8,2005
2,95,3,159
1,96,8,2007
2,96,3,258
1,97,3,2014
2,97,3,542
1,98,3,2016
2,98,3,812
1,99,3,2018
2,99,3,923
1,100,3,2005
2,100,3,824
1,101,3,2017
2,101,3,1096
1,102,3,2016
2,102,3,1095
1,103,3,2006
2,103,3,1352
1,104,3,2016
2,104,3,964
1,105,3,2017
2,105,3,1727
1,106,3,2005
2,106,3,208
1,107,3,2017
2,107,5,200
1,108,3,2006
2,108,5,462
1,109,6,2004
2,109,5,258
1,110,6,2029
2,110,5,377
1,111,6,2014
2,111,3,1890
1,112,3,2019
2,112,3,489
1,113,5,2133
2,113,5,273
1,114,5,2141
2,114,3,216
1,115,5,2024
2,115,3,1992
1,116,3,2018
2,116,3,385
1,117,3,2068
2,117,3,212
1,118,3,2050
2,118,5,254
1,119,3,2040
2,119,5,488
1,120,3,2099
2,120,7,463
1,121,8,2064
2,121,7,259
1,122,6,2017
2,122,7,196
1,123,3,2016
2,123,5,335
1,124,8,2052
2,124,5,252
1,125,3,2018
2,125,5,360
1,126,3,2015
2,126,5,399
1,127,3,2016
2,127,3,214
1,128,3,2016
2,128,3,212
1,129,3,2017
2,129,3,1316
1,130,3,2017
2,130,3,1627
1,131,3,2018
2,131,3,196
1,132,3,2015
2,132,3,226
1,133,3,2013
2,133,3,1269
1,134,3,2006
2,134,6,1406
1,135,3,2015
2,135,3,1286
1,136,3,2022
2,136,3,890
1,137,3,2016
2,137,6,1190
1,138,3,2015
2,138,6,1277
1,139,3,2016
2,139,3,1015
1,140,3,2017
2,140,3,871
1,141,3,2016
2,141,3,1704
1,142,8,2016
2,142,3,1627
1,143,8,2018
2,143,3,323
1,144,8,2082
2,144,3,194
1,145,3,2014
2,145,3,285
1,146,3,2017
2,146,3,352
1,147,3,2016
2,147,3,277
1,148,3,2017
2,148,3,191
1,149,3,2016
2,149,3,1519
1,150,3,2083
2,150,6,1683
1,151,3,2006
2,151,6,1739
1,152,3,2006
2,152,6,1895
1,153,3,2018
2,153,6,1843
1,154,8,2006
2,154,6,378
1,155,8,2120
2,155,6,152
1,156,8,2016
2,156,6,292
1,157,8,2014
2,157,3,920
1,158,3,2030
2,158,3,1688
1,159,10,2019
2,159,3,733
1,160,3,2006
2,160,3,942
1,161,10,2019
2,161,3,295
1,162,12,2018
2,162,3,106
1,163,12,2155
2,163,3,201
1,164,12,2016
2,164,3,74
1,165,12,2016
2,165,3,287
1,166,5,2016
2,166,3,158
1,167,5,2016
2,167,3,355
1,168,5,2016
2,168,3,147
1,169,5,2015
2,169,3,200
1,170,5,2015
2,170,3,212
1,171,5,2016
2,171,3,429
1,172,8,2016
2,172,3,294
1,173,8,2016
2,173,3,212
1,174,6,2114
2,174,3,175
1,175,6,2007
2,175,3,338
1,176,6,2074
2,176,3,100
1,177,6,2017
2,177,3,308
1,178,6,2071
2,178,3,204
1,179,6,2130
2,179,3,306
1,180,6,2016
2,180,3,424
1,181,6,2146
2,181,3,89
1,182,6,2016
2,182,3,78
1,183,8,2100
2,183,3,71
1,184,15,2005
2,184,3,38
1,185,15,2162
2,185,3,93
1,186,15,2015
2,186,3,89
1,187,15,2018
2,187,3,87
