Poczatek gry. (27.10.2015 4:31)
Gracz,Tura,Dochod,Czas
1,1,3,1007
2,1,3,13
1,2,3,1007
2,2,3,25
1,3,3,1005
2,3,3,10
1,4,3,1005
2,4,3,21
1,5,3,1014
2,5,3,20
1,6,3,1007
2,6,3,20
1,7,3,1014
2,7,3,19
1,8,3,1014
2,8,3,19
1,9,3,1014
2,9,3,19
1,10,3,1014
2,10,3,20
1,11,3,1019
2,11,3,20
1,12,3,1006
2,12,3,11
1,13,3,1014
2,13,3,11
1,14,3,1005
2,14,3,19
1,15,3,1013
2,15,3,19
1,16,3,1008
2,16,8,20
1,17,3,1013
2,17,3,10
1,18,3,1014
2,18,3,12
1,19,8,1004
2,19,3,10
1,20,10,1004
2,20,3,12
1,21,10,1005
2,21,3,64
1,22,10,1013
2,22,3,10
1,23,10,1004
2,23,3,10
1,24,10,1004
2,24,3,21
1,25,10,1015
2,25,3,10
1,26,10,1014
2,26,3,9
1,27,10,1004
2,27,3,11
1,28,10,1004
2,28,3,9
1,29,10,1014
2,29,3,9
1,30,10,1003
2,30,3,9
1,31,10,1013
2,31,3,10
1,32,10,1015
2,32,3,11
1,33,10,1006
2,33,3,10
1,34,10,1011
2,34,3,21
1,35,10,1007
2,35,3,10
1,36,10,1004
2,36,3,9
1,37,10,1008
2,37,3,10
1,38,10,1005
2,38,3,9
1,39,10,1006
2,39,3,12
1,40,10,1004
2,40,3,10
1,41,10,1004
2,41,3,9
1,42,10,1005
2,42,3,10
1,43,10,1011
2,43,3,10
1,44,10,1004
2,44,3,9
1,45,10,1006
2,45,3,22
1,46,10,1008
2,46,3,19
1,47,10,1004
2,47,3,14
1,48,15,1015
2,48,3,9
1,49,15,1004
2,49,3,18
1,50,15,1006
2,50,3,20
1,51,22,1015
2,51,3,9
1,52,22,1004
2,52,3,20
1,53,22,1014
2,53,3,20
1,54,22,1014
2,54,3,9
1,55,22,1007
2,55,3,10
1,56,22,1020
2,56,3,21
1,57,22,1019
2,57,3,20
1,58,22,1023
2,58,3,11
1,59,24,1022
2,59,3,10
1,60,24,1008
2,60,3,21
1,61,27,1009
