Poczatek gry. (27.10.2015 4:42)
Gracz,Tura,Dochod,Czas
1,1,3,1011
2,1,3,24
1,2,3,1005
2,2,3,23
1,3,3,1017
2,3,3,10
1,4,3,1011
2,4,3,12
1,5,3,1007
2,5,3,11
1,6,3,1006
2,6,3,22
1,7,3,1017
2,7,3,22
1,8,3,1016
2,8,3,21
1,9,3,1008
2,9,3,11
1,10,3,1015
2,10,3,9
1,11,3,1021
2,11,8,10
1,12,3,1014
2,12,8,10
1,13,3,1016
2,13,8,22
1,14,3,1017
2,14,8,13
1,15,3,1016
2,15,8,20
1,16,5,1017
2,16,8,22
1,17,5,1008
2,17,8,9
1,18,12,1006
2,18,8,10
1,19,5,1010
2,19,8,10
1,20,5,1005
2,20,8,10
1,21,12,1006
2,21,8,11
1,22,12,1006
2,22,3,10
1,23,12,1004
2,23,3,48
1,24,12,1005
2,24,3,11
1,25,12,1005
2,25,3,11
1,26,12,1015
2,26,3,9
1,27,12,1005
2,27,3,80
1,28,12,1016
2,28,3,13
1,29,12,1017
2,29,3,19
1,30,12,1013
2,30,3,10
1,31,12,1005
2,31,3,26
1,32,12,1007
2,32,3,11
1,33,12,1006
2,33,3,10
1,34,12,1006
2,34,3,22
1,35,12,1015
2,35,3,11
1,36,12,1005
2,36,3,10
1,37,12,1011
2,37,3,11
1,38,12,1005
2,38,3,11
1,39,12,1008
2,39,3,9
1,40,12,1010
2,40,3,10
1,41,12,1009
2,41,3,11
1,42,12,1009
2,42,3,11
1,43,12,1017
2,43,3,9
1,44,12,1005
2,44,3,10
1,45,12,1005
2,45,3,22
1,46,12,1015
2,46,3,10
1,47,12,1017
2,47,3,21
1,48,12,1016
2,48,3,10
1,49,12,1014
2,49,3,10
1,50,12,1005
2,50,3,10
1,51,12,1005
2,51,3,21
1,52,12,1016
2,52,3,10
1,53,12,1139
2,53,3,131
1,54,12,1015
2,54,3,9
1,55,12,1018
2,55,3,20
1,56,12,1014
2,56,3,20
1,57,12,1014
2,57,3,21
1,58,12,1005
2,58,3,21
1,59,12,1004
2,59,3,11
1,60,17,1016
2,60,3,22
1,61,17,1008
2,61,3,22
1,62,17,1016
2,62,3,21
1,63,20,1018
2,63,3,21
1,64,22,1011
2,64,3,24
1,65,27,1011
