Poczatek gry. (27.10.2015 0:49)
Gracz,Tura,Dochod,Czas
1,1,3,590
2,1,3,11
1,2,3,499
2,2,3,11
1,3,3,370
2,3,3,20
1,4,3,647
2,4,3,10
1,5,3,230
2,5,3,21
1,6,3,1354
2,6,3,23
1,7,6,715
2,7,3,22
1,8,6,370
2,8,3,22
1,9,6,114
2,9,3,22
1,10,6,133
2,10,3,13
1,11,8,594
2,11,3,24
1,12,8,336
2,12,3,22
1,13,8,402
2,13,3,22
1,14,8,87
2,14,3,14
1,15,8,83
2,15,3,12
1,16,8,377
2,16,3,10
1,17,8,426
2,17,3,10
1,18,8,100
2,18,3,21
1,19,13,294
2,19,3,23
1,20,13,805
2,20,3,11
1,21,13,707
2,21,3,10
1,22,13,690
2,22,3,23
1,23,13,179
2,23,3,11
1,24,13,139
2,24,3,12
1,25,13,206
2,25,3,10
1,26,13,207
2,26,3,11
1,27,15,132
2,27,3,11
1,28,15,519
2,28,3,11
1,29,15,111
2,29,3,10
1,30,15,135
2,30,3,21
1,31,15,239
2,31,3,10
1,32,15,201
2,32,3,22
1,33,15,496
2,33,3,24
1,34,15,460
2,34,3,11
1,35,15,373
2,35,3,14
1,36,15,242
2,36,3,10
1,37,15,226
2,37,3,22
1,38,15,313
2,38,3,10
1,39,15,253
2,39,3,25
1,40,15,151
2,40,3,10
1,41,15,97
2,41,3,23
1,42,15,230
2,42,3,19
1,43,22,68
