Poczatek gry. (27.10.2015 4:20)
Gracz,Tura,Dochod,Czas
1,1,3,1008
2,1,3,11
1,2,3,1007
2,2,3,12
1,3,3,1006
2,3,3,12
1,4,3,1007
2,4,5,13
1,5,3,1007
2,5,5,25
1,6,3,1018
2,6,5,12
1,7,3,1007
2,7,5,22
1,8,3,1018
2,8,5,32
1,9,3,1007
2,9,5,11
1,10,3,1018
2,10,5,13
1,11,3,1021
2,11,5,21
1,12,3,1020
2,12,5,12
1,13,3,1019
2,13,5,11
1,14,3,1006
2,14,5,13
1,15,8,1006
2,15,5,23
1,16,8,1019
2,16,5,11
1,17,8,1012
2,17,5,12
1,18,8,1006
2,18,5,20
1,19,8,1010
2,19,5,11
1,20,8,1005
2,20,5,28
1,21,8,1017
2,21,5,10
1,22,8,1007
2,22,5,12
1,23,8,1018
2,23,5,11
1,24,10,1007
2,24,5,17
1,25,10,1005
2,25,5,24
1,26,10,1019
2,26,5,10
1,27,10,1005
2,27,5,12
1,28,10,1021
2,28,5,24
1,29,10,1018
2,29,5,12
1,30,10,1009
2,30,5,11
1,31,10,1020
2,31,5,13
1,32,10,1005
2,32,5,11
1,33,10,1022
2,33,5,10
1,34,10,1005
2,34,5,10
1,35,10,1007
2,35,5,13
1,36,10,1022
2,36,5,22
1,37,10,1019
2,37,5,24
1,38,15,1016
2,38,5,25
1,39,15,1018
2,39,5,10
1,40,15,1007
2,40,5,24
1,41,15,1017
2,41,5,24
1,42,15,1017
2,42,5,22
1,43,15,1015
2,43,5,24
1,44,15,1017
2,44,5,10
1,45,15,1005
2,45,5,23
1,46,15,1007
2,46,5,23
1,47,15,1018
2,47,5,23
1,48,18,1005
2,48,5,19
1,49,18,1014
2,49,5,20
1,50,18,1013
2,50,3,11
1,51,18,1003
2,51,3,9
1,52,18,1004
2,52,3,9
1,53,20,1005
2,53,3,11
1,54,20,1005
2,54,3,167
1,55,25,1006
2,55,3,9
1,56,25,1007
2,56,3,10
1,57,25,1011
2,57,3,10
1,58,25,1013
2,58,3,19
1,59,25,1015
2,59,3,9
1,60,27,1011
