Poczatek gry. (27.10.2015 4:45)
Gracz,Tura,Dochod,Czas
1,1,3,1022
2,1,3,52
1,2,3,1014
2,2,3,33
1,3,3,1029
2,3,3,24
1,4,3,1011
2,4,3,49
1,5,3,1008
2,5,3,9
1,6,3,1006
2,6,3,11
1,7,3,1017
2,7,3,9
1,8,3,1012
2,8,3,9
1,9,5,1016
2,9,3,19
1,10,5,1009
2,10,3,9
1,11,5,1017
2,11,3,19
1,12,5,1006
2,12,3,21
1,13,5,1005
2,13,3,23
1,14,5,1008
2,14,3,20
1,15,5,1016
2,15,3,9
1,16,5,1006
2,16,3,9
1,17,5,1006
2,17,3,9
1,18,5,1009
2,18,3,9
1,19,5,1005
2,19,3,19
1,20,5,1007
2,20,3,21
1,21,5,1007
2,21,3,10
1,22,5,1014
2,22,3,20
1,23,5,1016
2,23,3,19
1,24,5,1017
2,24,3,20
1,25,5,1011
2,25,3,20
1,26,5,1008
2,26,3,21
1,27,5,1007
2,27,3,9
1,28,5,1006
2,28,3,20
1,29,5,1014
2,29,3,9
1,30,8,1014
2,30,3,20
1,31,13,1008
2,31,3,31
1,32,13,1008
2,32,3,19
1,33,13,1015
2,33,3,9
1,34,13,1018
2,34,3,20
1,35,13,1014
2,35,3,9
1,36,13,1004
2,36,3,21
1,37,13,1018
2,37,3,20
1,38,13,1014
2,38,3,9
1,39,13,1016
2,39,3,8
1,40,13,1015
2,40,3,9
1,41,13,1013
2,41,3,20
1,42,13,1016
2,42,3,10
1,43,13,1014
2,43,3,20
1,44,13,1006
2,44,3,20
1,45,13,1015
2,45,3,20
1,46,13,1014
2,46,3,19
1,47,13,1111
2,47,3,81
1,48,13,1014
2,48,3,9
1,49,18,1097
2,49,3,98
1,50,18,1025
2,50,3,75
1,51,18,1067
2,51,3,166
1,52,18,1005
2,52,3,19
1,53,20,997
2,53,3,19
1,54,20,1025
2,54,3,22
1,55,20,1027
2,55,3,10
1,56,20,1023
2,56,3,11
1,57,27,1018
