Poczatek gry. (26.10.2015 10:9)
Gracz,Tura,Dochod,Czas
1,1,3,28
2,1,3,19
1,2,3,98
2,2,3,20
1,3,3,67
2,3,3,11
1,4,3,73
2,4,3,20
1,5,3,61
2,5,3,9
1,6,3,126
2,6,3,20
1,7,3,274
2,7,3,20
1,8,3,286
2,8,3,20
1,9,3,406
2,9,3,20
1,10,3,350
2,10,3,19
1,11,5,236
2,11,3,19
1,12,5,156
2,12,3,19
1,13,5,338
2,13,3,19
1,14,5,296
2,14,3,17
1,15,5,140
2,15,3,19
1,16,5,102
2,16,3,19
1,17,5,67
2,17,3,21
1,18,12,64
2,18,3,21
1,19,12,140
2,19,3,20
1,20,12,206
2,20,3,20
1,21,12,201
2,21,3,20
1,22,12,340
2,22,3,20
1,23,12,241
2,23,3,20
1,24,12,195
2,24,3,20
1,25,15,156
2,25,3,20
1,26,15,95
2,26,3,9
1,27,12,228
2,27,3,20
1,28,12,155
2,28,3,18
1,29,12,198
2,29,3,20
1,30,12,164
2,30,3,20
1,31,15,176
2,31,3,17
1,32,17,153
2,32,3,19
1,33,17,113
2,33,8,10
1,34,17,92
2,34,3,19
1,35,17,168
2,35,3,21
1,36,17,147
2,36,3,20
1,37,17,136
2,37,3,17
1,38,17,73
2,38,3,11
1,39,22,47
2,39,3,21
1,40,22,28
2,40,3,20
1,41,22,48
2,41,3,20
1,42,22,44
2,42,3,20
1,43,22,33
2,43,3,22
1,44,22,28
2,44,3,11
1,45,22,12
2,45,3,10
1,46,22,20
2,46,3,21
1,47,22,20
2,47,3,19
1,48,22,20
2,48,3,23
1,49,27,19
