Poczatek gry. (27.10.2015 0:52)
Gracz,Tura,Dochod,Czas
1,1,3,159
2,1,3,12
1,2,3,239
2,2,3,21
1,3,3,589
2,3,3,18
1,4,3,256
2,4,3,8
1,5,3,149
2,5,3,10
1,6,3,152
2,6,3,9
1,7,3,136
2,7,3,9
1,8,8,1332
2,8,3,19
1,9,8,204
2,9,3,25
1,10,8,305
2,10,3,18
1,11,8,505
2,11,6,10
1,12,8,264
2,12,3,19
1,13,8,274
2,13,3,15
1,14,10,262
2,14,3,11
1,15,10,232
2,15,3,19
1,16,10,234
2,16,3,18
1,17,10,269
2,17,3,18
1,18,10,273
2,18,3,19
1,19,10,296
2,19,3,9
1,20,10,312
2,20,3,20
1,21,10,222
2,21,3,8
1,22,10,139
2,22,3,19
1,23,13,172
2,23,3,9
1,24,13,750
2,24,3,19
1,25,13,209
2,25,3,11
1,26,13,569
2,26,3,9
1,27,13,394
2,27,3,8
1,28,13,846
2,28,3,19
1,29,13,1248
2,29,3,15
1,30,13,176
2,30,3,17
1,31,13,1301
2,31,3,9
1,32,13,168
2,32,3,19
1,33,13,1096
2,33,3,13
1,34,13,998
2,34,3,12
1,35,13,769
2,35,3,20
1,36,13,701
2,36,3,8
1,37,13,476
2,37,3,9
1,38,13,401
2,38,3,10
1,39,13,203
2,39,3,17
1,40,13,180
2,40,3,9
1,41,18,94
2,41,3,8
1,42,18,74
2,42,3,17
1,43,18,62
2,43,3,18
1,44,18,73
2,44,3,19
1,45,18,72
2,45,3,9
1,46,18,24
2,46,3,18
1,47,18,20
2,47,3,9
1,48,18,24
2,48,3,17
1,49,18,29
2,49,3,9
1,50,18,12
2,50,3,17
1,51,18,15
2,51,3,9
1,52,18,13
2,52,3,9
1,53,18,12
2,53,3,9
1,54,25,15
2,54,3,19
1,55,25,19
