Poczatek gry. (27.10.2015 4:18)
Gracz,Tura,Dochod,Czas
1,1,3,997
2,1,3,28
1,2,3,1005
2,2,3,11
1,3,5,1007
2,3,3,26
1,4,5,1007
2,4,3,24
1,5,5,1008
2,5,3,11
1,6,5,1006
2,6,3,11
1,7,5,1007
2,7,3,11
1,8,5,1018
2,8,3,23
1,9,5,1021
2,9,3,30
1,10,5,1005
2,10,3,10
1,11,5,1006
2,11,3,10
1,12,5,1007
2,12,3,22
1,13,5,1016
2,13,3,11
1,14,5,1006
2,14,3,11
1,15,5,1006
2,15,3,21
1,16,5,1006
2,16,3,10
1,17,5,1006
2,17,3,24
1,18,5,1017
2,18,3,22
1,19,5,1017
2,19,3,11
1,20,5,1018
2,20,3,24
1,21,5,1017
2,21,3,10
1,22,5,1005
2,22,3,24
1,23,8,1018
2,23,3,21
1,24,8,1016
2,24,3,23
1,25,8,1017
2,25,3,24
1,26,8,1009
2,26,3,10
1,27,8,1018
2,27,3,24
1,28,8,1017
2,28,3,23
1,29,8,1016
2,29,3,24
1,30,8,1012
2,30,3,23
1,31,8,1015
2,31,3,19
1,32,8,1012
2,32,3,20
1,33,8,1008
2,33,3,14
1,34,8,1006
2,34,3,13
1,35,8,1017
2,35,3,13
1,36,8,1006
2,36,3,12
1,37,8,1018
2,37,3,11
1,38,8,1006
2,38,3,10
1,39,8,1021
2,39,3,12
1,40,8,1005
2,40,3,23
1,41,8,1011
2,41,3,11
1,42,8,1006
2,42,3,11
1,43,8,1006
2,43,3,10
1,44,8,1008
2,44,3,12
1,45,8,1015
2,45,3,10
1,46,15,1014
2,46,3,15
1,47,15,1006
2,47,3,12
1,48,15,1140
2,48,3,124
1,49,15,1005
2,49,3,14
1,50,12,1006
2,50,3,23
1,51,12,1017
2,51,3,22
1,52,12,1009
2,52,3,12
1,53,12,1005
2,53,3,22
1,54,17,1009
2,54,3,11
1,55,12,1024
2,55,3,12
1,56,15,1006
2,56,3,11
1,57,15,1005
2,57,3,23
1,58,15,1017
2,58,3,12
1,59,15,1005
2,59,3,24
1,60,15,1018
2,60,3,11
1,61,20,1018
2,61,3,11
1,62,25,1007
2,62,3,12
1,63,27,1013
