Poczatek gry. (27.10.2015 7:8)
Gracz,Tura,Dochod,Czas
1,1,3,2007
2,1,3,1725
1,2,3,2007
2,2,3,252
1,3,5,2005
2,3,3,122
1,4,5,2013
2,4,5,368
1,5,5,2006
2,5,5,767
1,6,5,2013
2,6,5,2853
1,7,5,2009
2,7,5,240
1,8,5,2015
2,8,5,335
1,9,5,2013
2,9,5,422
1,10,3,2014
2,10,5,926
1,11,3,2013
2,11,5,962
1,12,3,2014
2,12,7,717
1,13,3,2013
2,13,7,565
1,14,3,2013
2,14,7,468
1,15,3,2014
2,15,7,424
1,16,8,2014
2,16,7,254
1,17,3,2014
2,17,7,581
1,18,3,2014
2,18,10,343
1,19,3,2013
2,19,10,242
1,20,3,2012
2,20,10,287
1,21,3,2005
2,21,10,395
1,22,3,2014
2,22,10,380
1,23,3,2006
2,23,10,416
1,24,3,2162
2,24,10,443
1,25,3,2015
2,25,10,267
1,26,3,2017
2,26,10,253
1,27,3,2013
2,27,15,175
1,28,3,2013
2,28,15,290
1,29,3,2008
2,29,15,184
1,30,3,2013
2,30,15,352
1,31,3,2157
2,31,15,599
1,32,3,2116
2,32,15,390
1,33,3,2015
2,33,15,826
1,34,3,2016
2,34,15,1063
1,35,3,2005
2,35,15,700
1,36,3,2014
2,36,13,558
1,37,3,2004
2,37,13,998
1,38,3,2186
2,38,15,652
1,39,3,2014
2,39,15,548
1,40,3,2014
2,40,15,535
1,41,3,2014
2,41,15,352
1,42,3,2014
2,42,15,223
1,43,3,2183
2,43,15,139
1,44,3,2013
2,44,15,93
1,45,3,2013
2,45,15,63
1,46,3,2012
2,46,22,58
1,47,3,2018
2,47,22,36
1,48,3,2022
2,48,22,29
1,49,3,2025
2,49,22,25
1,50,3,2023
2,50,22,27
1,51,3,2030
2,51,22,22
1,52,3,2022
2,52,27,21
