Poczatek gry. (27.10.2015 8:15)
Gracz,Tura,Dochod,Czas
1,1,3,2007
2,1,3,120
1,2,3,2015
2,2,3,137
1,3,3,2014
2,3,3,353
1,4,3,2016
2,4,3,174
1,5,3,2013
2,5,5,707
1,6,3,2031
2,6,5,322
1,7,3,2015
2,7,5,77
1,8,3,2017
2,8,3,61
1,9,3,2017
2,9,3,109
1,10,3,2015
2,10,3,116
1,11,3,2041
2,11,3,237
1,12,3,2016
2,12,3,260
1,13,3,2015
2,13,3,365
1,14,3,2006
2,14,3,210
1,15,3,2015
2,15,3,759
1,16,3,2015
2,16,3,427
1,17,3,2015
2,17,3,518
1,18,3,2016
2,18,3,256
1,19,3,2005
2,19,3,340
1,20,3,2015
2,20,3,467
1,21,3,2015
2,21,3,289
1,22,3,2014
2,22,3,129
1,23,5,2016
2,23,3,762
1,24,5,2014
2,24,3,234
1,25,5,2015
2,25,3,194
1,26,5,2015
2,26,3,172
1,27,5,2013
2,27,3,162
1,28,5,2014
2,28,3,244
1,29,5,2014
2,29,3,566
1,30,5,2014
2,30,3,436
1,31,5,2014
2,31,3,625
1,32,5,2016
2,32,3,559
1,33,5,2015
2,33,3,251
1,34,5,2014
2,34,3,225
1,35,5,2015
2,35,3,329
1,36,5,2014
2,36,3,432
1,37,5,2015
2,37,3,680
1,38,5,2015
2,38,3,844
1,39,5,2016
2,39,3,716
1,40,5,2004
2,40,3,1124
1,41,3,2016
2,41,3,1253
1,42,3,2016
2,42,3,628
1,43,3,2016
2,43,3,455
1,44,3,2014
2,44,3,303
1,45,3,2013
2,45,3,756
1,46,3,2014
2,46,5,621
1,47,3,2014
2,47,5,283
1,48,3,2014
2,48,5,220
1,49,3,2014
2,49,3,1024
1,50,8,2014
2,50,3,181
1,51,8,2015
2,51,3,99
1,52,8,2015
2,52,3,439
1,53,8,2013
2,53,3,298
1,54,8,2014
2,54,3,131
1,55,8,2014
2,55,3,109
1,56,8,2015
2,56,3,467
1,57,3,2015
2,57,3,421
1,58,8,2014
2,58,3,1826
1,59,8,2015
2,59,3,712
1,60,3,2088
2,60,3,175
1,61,3,2014
2,61,3,242
1,62,6,2015
2,62,3,234
1,63,11,2015
2,63,3,125
1,64,8,2015
2,64,3,110
1,65,11,2014
2,65,3,185
1,66,11,2173
2,66,3,256
1,67,8,2004
2,67,3,104
1,68,8,2062
2,68,3,249
1,69,8,2226
2,69,3,149
1,70,11,2092
2,70,3,184
1,71,6,2005
2,71,3,162
1,72,6,2014
2,72,3,206
1,73,6,2135
2,73,3,327
1,74,6,2015
2,74,3,293
1,75,6,2015
2,75,3,586
1,76,6,2079
2,76,3,716
1,77,3,2036
2,77,3,967
1,78,3,2142
2,78,3,154
1,79,3,2134
2,79,3,139
1,80,3,2015
2,80,3,184
1,81,3,2006
2,81,3,166
1,82,8,2015
2,82,3,450
1,83,8,2071
2,83,8,173
1,84,8,2015
2,84,3,115
1,85,8,2014
2,85,3,107
1,86,8,2014
2,86,3,78
1,87,8,2225
2,87,3,142
1,88,8,2014
2,88,3,59
1,89,8,2015
2,89,3,55
1,90,8,2014
2,90,3,51
1,91,8,2014
2,91,3,65
1,92,8,2014
2,92,3,93
1,93,8,2014
2,93,3,80
1,94,11,2015
2,94,3,68
1,95,6,2014
2,95,3,63
1,96,6,2014
2,96,3,104
1,97,6,2014
2,97,3,76
1,98,8,2045
2,98,3,48
1,99,8,2127
2,99,3,14
1,100,8,2014
2,100,3,54
1,101,8,2212
2,101,3,58
1,102,8,2041
2,102,3,57
1,103,8,2015
2,103,3,40
1,104,10,2015
2,104,3,43
1,105,10,2015
2,105,3,63
1,106,8,2014
2,106,3,33
1,107,8,2015
2,107,3,20
1,108,8,2236
2,108,3,10
1,109,8,2018
2,109,3,9
1,110,8,2102
2,110,3,20
1,111,13,2015
2,111,3,21
1,112,13,2015
2,112,3,20
1,113,13,2017
2,113,3,20
1,114,13,2014
2,114,3,23
1,115,13,2019
2,115,3,248
1,116,13,2005
2,116,3,155
1,117,13,2104
2,117,3,27
1,118,20,2011
2,118,3,11
1,119,20,2012
2,119,3,20
1,120,20,2027
2,120,3,21
1,121,20,2017
2,121,3,21
1,122,25,2021
2,122,3,21
1,123,27,2027
