Poczatek gry. (27.10.2015 7:4)
Gracz,Tura,Dochod,Czas
1,1,3,2009
2,1,3,745
1,2,3,2014
2,2,3,624
1,3,3,2015
2,3,3,483
1,4,5,2015
2,4,3,730
1,5,3,2012
2,5,3,120
1,6,5,2014
2,6,3,172
1,7,5,2012
2,7,3,166
1,8,5,2015
2,8,3,165
1,9,5,2013
2,9,3,414
1,10,5,2060
2,10,3,261
1,11,5,2015
2,11,3,125
1,12,5,2012
2,12,3,207
1,13,5,2015
2,13,3,97
1,14,5,2013
2,14,3,98
1,15,5,2016
2,15,3,74
1,16,5,2013
2,16,3,208
1,17,5,2013
2,17,3,449
1,18,5,2013
2,18,3,349
1,19,5,2013
2,19,3,491
1,20,5,2013
2,20,3,266
1,21,5,2013
2,21,3,530
1,22,5,2014
2,22,3,526
1,23,5,2140
2,23,3,724
1,24,5,2014
2,24,3,194
1,25,5,2013
2,25,3,180
1,26,5,2013
2,26,3,155
1,27,5,2013
2,27,6,136
1,28,5,2039
2,28,3,177
1,29,5,2013
2,29,6,223
1,30,5,2023
2,30,3,679
1,31,5,2013
2,31,6,779
1,32,5,2014
2,32,6,164
1,33,7,2013
2,33,6,525
1,34,5,2004
2,34,3,224
1,35,7,2014
2,35,6,112
1,36,7,2064
2,36,6,124
1,37,7,2007
2,37,6,108
1,38,7,2015
2,38,6,100
1,39,7,2015
2,39,3,275
1,40,7,2014
2,40,3,150
1,41,7,2014
2,41,3,191
1,42,7,2014
2,42,3,145
1,43,7,2013
2,43,3,95
1,44,7,2013
2,44,3,93
1,45,7,2013
2,45,3,145
1,46,7,2013
2,46,3,140
1,47,7,2013
2,47,6,133
1,48,7,2013
2,48,3,103
1,49,7,2013
2,49,3,335
1,50,7,2163
2,50,3,96
1,51,7,2013
2,51,3,303
1,52,7,2014
2,52,3,168
1,53,7,2013
2,53,3,332
1,54,5,2014
2,54,3,190
1,55,5,2013
2,55,3,87
1,56,5,2013
2,56,3,205
1,57,5,2017
2,57,3,226
1,58,5,2014
2,58,3,213
1,59,5,1995
2,59,5,237
1,60,5,2013
2,60,5,346
1,61,5,2091
2,61,5,161
1,62,5,2012
2,62,3,247
1,63,5,2013
2,63,3,340
1,64,5,2004
2,64,5,103
1,65,5,2012
2,65,3,468
1,66,12,2052
2,66,5,277
1,67,12,2013
2,67,3,76
1,68,12,2013
2,68,5,179
1,69,12,2032
2,69,3,106
1,70,12,2013
2,70,3,74
1,71,12,2190
2,71,3,66
1,72,12,2013
2,72,3,80
1,73,5,2159
2,73,3,54
1,74,5,2013
2,74,3,46
1,75,5,2013
2,75,3,121
1,76,5,2013
2,76,3,77
1,77,10,2013
2,77,3,123
1,78,5,2013
2,78,3,126
1,79,12,2018
2,79,3,133
1,80,12,2029
2,80,3,89
1,81,12,2014
2,81,3,68
1,82,12,2013
2,82,3,22
1,83,12,2014
2,83,3,22
1,84,14,2025
2,84,3,19
1,85,14,2133
2,85,3,19
1,86,19,2015
2,86,3,94
1,87,19,2018
2,87,3,20
1,88,19,2013
2,88,3,22
1,89,19,2022
2,89,3,16
1,90,22,2021
2,90,3,23
1,91,27,2027
