Poczatek gry. (27.10.2015 0:50)
Gracz,Tura,Dochod,Czas
1,1,3,166
2,1,3,11
1,2,3,381
2,2,3,11
1,3,3,696
2,3,3,9
1,4,3,523
2,4,3,9
1,5,3,287
2,5,3,19
1,6,6,208
2,6,3,19
1,7,6,164
2,7,3,9
1,8,6,150
2,8,3,17
1,9,6,326
2,9,3,17
1,10,6,566
2,10,3,22
1,11,6,387
2,11,3,10
1,12,8,249
2,12,3,18
1,13,8,293
2,13,3,9
1,14,8,238
2,14,3,17
1,15,8,189
2,15,3,16
1,16,8,168
2,16,3,8
1,17,8,98
2,17,3,9
1,18,8,109
2,18,3,18
1,19,13,158
2,19,3,23
1,20,13,676
2,20,3,8
1,21,13,685
2,21,3,17
1,22,13,150
2,22,3,11
1,23,13,141
2,23,3,18
1,24,13,213
2,24,3,11
1,25,13,178
2,25,3,8
1,26,15,132
2,26,3,16
1,27,15,565
2,27,3,8
1,28,15,244
2,28,3,8
1,29,15,309
2,29,3,16
1,30,15,648
2,30,3,9
1,31,15,131
2,31,3,18
1,32,15,484
2,32,3,19
1,33,15,87
2,33,3,19
1,34,15,109
2,34,3,11
1,35,15,309
2,35,3,19
1,36,15,178
2,36,3,12
1,37,22,145
2,37,3,8
1,38,22,256
2,38,3,13
1,39,22,122
2,39,3,8
1,40,22,116
2,40,3,16
1,41,22,37
2,41,3,20
1,42,22,24
2,42,3,8
1,43,22,25
2,43,3,9
1,44,22,12
2,44,3,17
1,45,22,11
2,45,3,11
1,46,22,18
2,46,3,18
1,47,22,17
2,47,3,17
1,48,22,18
2,48,3,18
1,49,27,18
