Poczatek gry. (27.10.2015 5:6)
Gracz,Tura,Dochod,Czas
1,1,3,1009
2,1,3,24
1,2,3,1006
2,2,3,11
1,3,3,1017
2,3,3,16
1,4,3,1021
2,4,3,9
1,5,3,1004
2,5,3,23
1,6,3,1015
2,6,3,10
1,7,3,1007
2,7,3,19
1,8,3,1014
2,8,3,10
1,9,8,1005
2,9,3,10
1,10,8,1016
2,10,3,22
1,11,8,1031
2,11,3,11
1,12,8,1005
2,12,3,19
1,13,10,1005
2,13,3,27
1,14,10,1015
2,14,3,10
1,15,10,1004
2,15,3,14
1,16,10,1007
2,16,3,10
1,17,10,1004
2,17,3,11
1,18,10,1004
2,18,3,22
1,19,10,1015
2,19,3,25
1,20,10,1014
2,20,3,10
1,21,10,1005
2,21,3,10
1,22,10,1014
2,22,3,20
1,23,10,1014
2,23,3,12
1,24,10,1005
2,24,3,11
1,25,10,1004
2,25,3,20
1,26,10,1013
2,26,3,13
1,27,10,1005
2,27,3,21
1,28,10,1014
2,28,3,11
1,29,10,1004
2,29,3,12
1,30,10,1005
2,30,3,10
1,31,10,1004
2,31,3,11
1,32,10,1013
2,32,3,13
1,33,10,1004
2,33,3,12
1,34,13,1006
2,34,3,13
1,35,10,1014
2,35,3,21
1,36,12,1008
2,36,3,11
1,37,12,1005
2,37,3,10
1,38,12,1004
2,38,3,10
1,39,12,1006
2,39,3,9
1,40,12,1005
2,40,3,10
1,41,13,1005
2,41,3,10
1,42,13,1004
2,42,3,10
1,43,13,1015
2,43,3,24
1,44,13,1130
2,44,3,132
1,45,13,1130
2,45,3,11
1,46,18,1007
2,46,3,21
1,47,18,1014
2,47,3,9
1,48,18,1005
2,48,3,10
1,49,18,1010
2,49,3,20
1,50,18,1017
2,50,3,11
1,51,18,1008
2,51,3,23
1,52,20,1011
2,52,3,10
1,53,27,1018
