Poczatek gry. (27.10.2015 4:23)
Gracz,Tura,Dochod,Czas
1,1,3,1019
2,1,3,12
1,2,3,1017
2,2,3,20
1,3,3,1014
2,3,3,21
1,4,3,1007
2,4,3,21
1,5,3,1004
2,5,3,20
1,6,3,1007
2,6,3,20
1,7,3,1018
2,7,3,11
1,8,5,1017
2,8,3,12
1,9,5,1015
2,9,3,24
1,10,5,1015
2,10,3,10
1,11,5,1004
2,11,3,18
1,12,5,1015
2,12,3,14
1,13,5,1009
2,13,3,26
1,14,5,1008
2,14,3,10
1,15,5,1015
2,15,3,9
1,16,5,1008
2,16,3,10
1,17,5,1004
2,17,3,10
1,18,5,1005
2,18,3,18
1,19,5,1016
2,19,3,24
1,20,5,1004
2,20,3,20
1,21,5,1014
2,21,3,22
1,22,5,1014
2,22,3,18
1,23,5,1011
2,23,3,12
1,24,5,1007
2,24,3,9
1,25,5,1007
2,25,3,10
1,26,5,1004
2,26,3,26
1,27,5,1016
2,27,3,8
1,28,5,1015
2,28,3,9
1,29,5,1006
2,29,3,19
1,30,5,1013
2,30,3,11
1,31,5,1005
2,31,3,19
1,32,12,1013
2,32,3,10
1,33,12,1015
2,33,3,20
1,34,12,1007
2,34,3,9
1,35,12,1009
2,35,3,20
1,36,12,1015
2,36,3,19
1,37,12,1014
2,37,3,19
1,38,12,1006
2,38,3,10
1,39,12,1016
2,39,3,9
1,40,12,1014
2,40,3,20
1,41,12,1013
2,41,3,19
1,42,12,1013
2,42,3,19
1,43,12,1006
2,43,3,19
1,44,12,1013
2,44,3,19
1,45,12,1013
2,45,3,20
1,46,12,1013
2,46,3,19
1,47,12,1013
2,47,3,19
1,48,12,1014
2,48,3,19
1,49,12,1014
2,49,3,20
1,50,14,1013
2,50,3,19
1,51,14,1013
2,51,3,20
1,52,14,1014
2,52,3,25
1,53,14,1013
2,53,3,20
1,54,7,1004
2,54,3,19
1,55,7,1013
2,55,3,19
1,56,7,1012
2,56,3,19
1,57,7,1014
2,57,3,19
1,58,10,1013
2,58,3,19
1,59,10,1017
2,59,3,20
1,60,10,1008
2,60,3,10
1,61,10,1147
2,61,3,139
1,62,15,1004
2,62,3,10
1,63,15,1004
2,63,3,21
1,64,15,1005
2,64,3,9
1,65,15,1005
2,65,3,20
1,66,20,1007
2,66,3,20
1,67,20,1017
2,67,3,10
1,68,20,1031
2,68,3,10
1,69,27,1012
