Poczatek gry. (27.10.2015 5:5)
Gracz,Tura,Dochod,Czas
1,1,3,1010
2,1,3,13
1,2,3,1007
2,2,3,28
1,3,3,1014
2,3,3,21
1,4,3,1020
2,4,3,11
1,5,3,1005
2,5,3,12
1,6,6,1006
2,6,3,20
1,7,6,1015
2,7,3,19
1,8,6,1015
2,8,3,21
1,9,8,1015
2,9,3,9
1,10,8,1004
2,10,3,20
1,11,8,1038
2,11,3,20
1,12,8,1054
2,12,3,20
1,13,8,1015
2,13,3,9
1,14,8,1006
2,14,3,20
1,15,8,1015
2,15,3,20
1,16,8,1008
2,16,3,19
1,17,8,1014
2,17,3,21
1,18,8,1006
2,18,3,21
1,19,8,1014
2,19,3,19
1,20,8,1015
2,20,3,19
1,21,8,1015
2,21,3,19
1,22,8,1014
2,22,3,19
1,23,5,1015
2,23,3,19
1,24,5,1014
2,24,3,20
1,25,8,1014
2,25,3,20
1,26,8,1014
2,26,3,21
1,27,8,1015
2,27,3,19
1,28,8,1014
2,28,3,20
1,29,8,1015
2,29,3,19
1,30,8,1015
2,30,3,19
1,31,8,1015
2,31,3,9
1,32,8,1015
2,32,3,24
1,33,8,1008
2,33,3,23
1,34,8,1015
2,34,3,20
1,35,8,1014
2,35,3,19
1,36,8,1014
2,36,3,19
1,37,8,1013
2,37,3,19
1,38,13,1014
2,38,3,26
1,39,13,1015
2,39,3,21
1,40,13,1014
2,40,3,22
1,41,13,1015
2,41,3,21
1,42,18,1015
2,42,3,20
1,43,18,1136
2,43,3,128
1,44,18,1015
2,44,3,21
1,45,18,1015
2,45,3,20
1,46,18,1015
2,46,3,19
1,47,18,1015
2,47,3,21
1,48,18,1006
2,48,3,0
1,49,20,1014
2,49,3,19
1,50,27,1018
