Poczatek gry. (30.10.2015 9:7)
Gracz,Tura,Dochod,Czas
1,1,3,54
2,1,3,25
1,2,3,68
2,2,3,9
1,3,3,72
2,3,3,9
1,4,3,94
2,4,3,11
1,5,3,90
2,5,3,11
1,6,3,54
2,6,3,21
1,7,3,60
2,7,3,11
1,8,8,40
2,8,3,19
1,9,8,43
2,9,3,10
1,10,8,67
2,10,3,11
1,11,8,39
2,11,3,22
1,12,5,34
2,12,8,15
1,13,5,67
2,13,8,21
1,14,10,69
2,14,8,24
1,15,10,59
2,15,3,1
1,16,10,116
2,16,3,10
1,17,10,247
2,17,3,22
1,18,10,157
2,18,3,20
1,19,10,108
2,19,3,21
1,20,10,76
2,20,3,22
1,21,15,133
2,21,3,10
1,22,15,188
2,22,3,10
1,23,15,252
2,23,3,10
1,24,15,343
2,24,3,10
1,25,15,396
2,25,3,10
1,26,15,282
2,26,3,21
1,27,15,170
2,27,3,20
1,28,18,134
2,28,3,21
1,29,18,90
2,29,3,21
1,30,18,93
2,30,3,9
1,31,18,89
2,31,3,9
1,32,18,117
2,32,3,20
1,33,18,79
2,33,3,10
1,34,18,29
2,34,3,10
1,35,18,18
2,35,3,21
1,36,18,28
2,36,3,22
1,37,18,13
2,37,3,21
1,38,18,23
2,38,3,23
1,39,18,11
2,39,3,9
1,40,25,21
2,40,5,13
1,41,25,21
2,41,3,20
1,42,25,20
2,42,3,20
1,43,25,11
2,43,3,12
1,44,25,21
2,44,3,13
1,45,27,11
