Poczatek gry. (27.10.2015 7:50)
Gracz,Tura,Dochod,Czas
1,1,3,2006
2,1,3,96
1,2,3,2006
2,2,3,142
1,3,3,2015
2,3,3,136
1,4,3,2015
2,4,3,191
1,5,3,2009
2,5,3,176
1,6,3,2004
2,6,5,110
1,7,3,2013
2,7,5,498
1,8,6,2014
2,8,5,154
1,9,6,2005
2,9,5,220
1,10,6,2016
2,10,5,259
1,11,6,2014
2,11,5,264
1,12,6,2014
2,12,5,257
1,13,6,2013
2,13,5,768
1,14,3,2014
2,14,3,715
1,15,3,2014
2,15,3,1071
1,16,3,2014
2,16,3,1083
1,17,3,2014
2,17,3,1037
1,18,3,2014
2,18,3,183
1,19,5,2014
2,19,3,215
1,20,5,2015
2,20,3,208
1,21,5,2014
2,21,3,1264
1,22,5,2015
2,22,3,207
1,23,5,2014
2,23,3,165
1,24,5,2015
2,24,3,224
1,25,5,2014
2,25,3,166
1,26,5,2123
2,26,3,1313
1,27,5,2029
2,27,3,1243
1,28,5,2015
2,28,3,1060
1,29,5,2015
2,29,3,680
1,30,5,2047
2,30,3,606
1,31,5,2015
2,31,3,272
1,32,5,2004
2,32,3,208
1,33,5,2009
2,33,3,282
1,34,5,2014
2,34,3,181
1,35,5,2013
2,35,3,207
1,36,5,2014
2,36,3,332
1,37,8,2013
2,37,3,508
1,38,8,2014
2,38,5,749
1,39,8,2016
2,39,3,747
1,40,5,2016
2,40,3,492
1,41,5,2015
2,41,3,461
1,42,5,2013
2,42,3,359
1,43,8,2005
2,43,3,104
1,44,8,2014
2,44,5,111
1,45,8,2014
2,45,3,134
1,46,8,2014
2,46,3,509
1,47,8,2012
2,47,3,190
1,48,5,2014
2,48,3,151
1,49,5,2014
2,49,3,153
1,50,5,2013
2,50,3,154
1,51,5,2013
2,51,3,69
1,52,5,2004
2,52,3,80
1,53,5,2015
2,53,3,199
1,54,5,2014
2,54,3,158
1,55,5,2004
2,55,3,35
1,56,5,2013
2,56,3,108
1,57,5,2013
2,57,3,28
1,58,5,2013
2,58,3,64
1,59,5,2015
2,59,3,95
1,60,5,2013
2,60,3,48
1,61,5,2003
2,61,3,70
1,62,5,2015
2,62,3,84
1,63,5,2013
2,63,6,153
1,64,5,2014
2,64,3,85
1,65,5,2014
2,65,3,97
1,66,5,2013
2,66,3,123
1,67,5,2013
2,67,3,59
1,68,5,2014
2,68,3,27
1,69,5,2013
2,69,3,58
1,70,5,2013
2,70,3,66
1,71,5,2165
2,71,3,120
1,72,5,2013
2,72,3,18
1,73,5,2014
2,73,3,42
1,74,5,2015
2,74,3,93
1,75,5,2004
2,75,3,35
1,76,5,2014
2,76,3,36
1,77,5,2015
2,77,3,27
1,78,5,2014
2,78,3,67
1,79,5,2013
2,79,3,45
1,80,5,2016
2,80,3,69
1,81,7,2165
2,81,3,59
1,82,7,2052
2,82,3,85
1,83,7,2006
2,83,3,33
1,84,7,2029
2,84,3,40
1,85,7,2188
2,85,3,74
1,86,12,2014
2,86,3,51
1,87,12,2013
2,87,3,45
1,88,12,2014
2,88,3,128
1,89,7,2013
2,89,3,59
1,90,7,2065
2,90,3,94
1,91,7,2014
2,91,3,74
1,92,7,2013
2,92,3,410
1,93,7,2014
2,93,3,478
1,94,7,2061
2,94,3,110
1,95,12,2013
2,95,3,73
1,96,15,2013
2,96,3,62
1,97,15,2014
2,97,3,78
1,98,10,2013
2,98,3,222
1,99,7,2013
2,99,3,313
1,100,7,2013
2,100,3,300
1,101,7,2013
2,101,3,418
1,102,7,2014
2,102,3,291
1,103,14,2013
2,103,3,388
1,104,14,2175
2,104,3,277
1,105,14,2014
2,105,3,330
1,106,14,2107
2,106,3,254
1,107,19,2081
2,107,3,267
1,108,17,2066
2,108,3,187
1,109,17,2112
2,109,3,63
1,110,12,2020
2,110,3,230
1,111,15,2018
2,111,3,42
1,112,15,2020
2,112,3,22
1,113,15,2020
2,113,3,22
1,114,20,2025
2,114,3,23
1,115,27,2027
