Poczatek gry. (26.10.2015 10:11)
Gracz,Tura,Dochod,Czas
1,1,3,23
2,1,3,11
1,2,3,32
2,2,3,10
1,3,3,45
2,3,3,12
1,4,3,43
2,4,3,21
1,5,3,48
2,5,3,21
1,6,3,47
2,6,3,12
1,7,3,64
2,7,3,21
1,8,3,253
2,8,3,19
1,9,5,104
2,9,3,21
1,10,5,136
2,10,3,19
1,11,5,107
2,11,3,19
1,12,5,76
2,12,3,20
1,13,5,130
2,13,3,20
1,14,5,132
2,14,3,21
1,15,3,167
2,15,3,21
1,16,3,791
2,16,3,20
1,17,3,356
2,17,3,21
1,18,3,506
2,18,3,21
1,19,3,321
2,19,3,21
1,20,8,225
2,20,3,20
1,21,8,340
2,21,3,21
1,22,8,582
2,22,3,20
1,23,8,352
2,23,3,20
1,24,8,294
2,24,3,22
1,25,11,169
2,25,3,19
1,26,11,118
2,26,3,20
1,27,11,387
2,27,3,21
1,28,11,356
2,28,3,9
1,29,11,476
2,29,3,9
1,30,11,487
2,30,3,20
1,31,11,502
2,31,3,10
1,32,11,491
2,32,3,9
1,33,11,854
2,33,3,20
1,34,11,574
2,34,3,20
1,35,11,585
2,35,3,21
1,36,11,736
2,36,3,22
1,37,16,493
2,37,5,10
1,38,16,384
2,38,3,21
1,39,16,342
2,39,3,21
1,40,16,272
2,40,3,10
1,41,18,151
2,41,3,10
1,42,18,114
2,42,3,12
1,43,18,74
2,43,3,18
1,44,18,49
2,44,3,9
1,45,18,68
2,45,3,20
1,46,18,126
2,46,3,11
1,47,18,175
2,47,3,22
1,48,18,132
2,48,3,23
1,49,20,95
2,49,3,22
1,50,20,70
2,50,3,22
1,51,20,57
2,51,3,13
1,52,20,29
2,52,3,13
1,53,20,23
2,53,3,21
1,54,20,27
2,54,3,22
1,55,20,13
2,55,3,19
1,56,20,22
2,56,3,20
1,57,20,20
2,57,3,19
1,58,20,22
2,58,3,22
1,59,20,21
2,59,3,11
1,60,27,21
