Poczatek gry. (27.10.2015 4:48)
Gracz,Tura,Dochod,Czas
1,1,3,1009
2,1,3,29
1,2,3,1006
2,2,3,20
1,3,3,1021
2,3,3,11
1,4,3,1015
2,4,3,18
1,5,3,1016
2,5,5,22
1,6,3,1018
2,6,5,10
1,7,3,1016
2,7,5,20
1,8,3,1006
2,8,5,21
1,9,3,1016
2,9,5,11
1,10,3,1017
2,10,5,22
1,11,3,1016
2,11,5,22
1,12,3,1019
2,12,5,10
1,13,3,1019
2,13,5,10
1,14,3,1027
2,14,5,22
1,15,3,1025
2,15,5,11
1,16,3,1016
2,16,5,10
1,17,3,1017
2,17,5,22
1,18,3,1017
2,18,5,12
1,19,3,1017
2,19,5,10
1,20,3,1017
2,20,5,11
1,21,3,1017
2,21,3,21
1,22,3,1016
2,22,3,10
1,23,3,1015
2,23,3,23
1,24,3,1008
2,24,3,23
1,25,3,1017
2,25,3,21
1,26,5,1015
2,26,3,15
1,27,5,1009
2,27,3,20
1,28,10,1017
2,28,3,21
1,29,10,1017
2,29,3,10
1,30,10,1018
2,30,3,10
1,31,10,1013
2,31,3,22
1,32,10,1018
2,32,3,22
1,33,10,1008
2,33,3,10
1,34,10,1006
2,34,3,22
1,35,10,1016
2,35,3,23
1,36,10,1017
2,36,3,23
1,37,10,1010
2,37,3,93
1,38,10,1017
2,38,3,10
1,39,10,1016
2,39,3,10
1,40,13,1016
2,40,3,19
1,41,13,1016
2,41,3,23
1,42,13,1007
2,42,3,10
1,43,13,1005
2,43,3,20
1,44,13,1016
2,44,3,22
1,45,13,1018
2,45,3,21
1,46,13,1008
2,46,3,21
1,47,13,1017
2,47,3,22
1,48,18,1015
2,48,3,21
1,49,18,1015
2,49,3,22
1,50,18,1016
2,50,3,23
1,51,18,1016
2,51,3,12
1,52,18,1016
