Poczatek gry. (27.10.2015 4:59)
Gracz,Tura,Dochod,Czas
1,1,3,1009
2,1,3,13
1,2,3,1006
2,2,3,10
1,3,5,1004
2,3,3,11
1,4,5,1007
2,4,3,9
1,5,5,1016
2,5,3,11
1,6,5,1004
2,6,3,9
1,7,5,1018
2,7,3,12
1,8,5,1013
2,8,3,18
1,9,5,1014
2,9,3,21
1,10,5,1017
2,10,3,10
1,11,5,1008
2,11,3,11
1,12,5,1004
2,12,3,9
1,13,5,1006
2,13,3,10
1,14,5,1015
2,14,3,11
1,15,8,1015
2,15,3,10
1,16,8,1004
2,16,3,12
1,17,8,1006
2,17,3,9
1,18,8,1005
2,18,3,8
1,19,8,1004
2,19,3,11
1,20,8,1017
2,20,3,10
1,21,8,1003
2,21,3,9
1,22,8,1003
2,22,3,12
1,23,8,1003
2,23,3,9
1,24,8,1004
2,24,3,18
1,25,8,1014
2,25,3,19
1,26,8,1014
2,26,3,9
1,27,8,1014
2,27,3,20
1,28,8,1015
2,28,3,19
1,29,8,1006
2,29,3,16
1,30,8,1014
2,30,3,19
1,31,13,1015
2,31,3,24
1,32,13,1006
2,32,3,21
1,33,13,1005
2,33,3,19
1,34,13,1014
2,34,3,20
1,35,13,1015
2,35,3,19
1,36,13,1014
2,36,3,19
1,37,18,1006
2,37,3,10
1,38,18,1014
2,38,3,125
1,39,18,1091
2,39,3,120
1,40,18,1003
2,40,3,10
1,41,18,1004
2,41,3,18
1,42,18,1013
2,42,3,8
1,43,18,1015
2,43,3,19
1,44,18,1060
2,44,3,19
1,45,18,1084
2,45,3,19
1,46,25,1018
