Poczatek gry. (26.10.2015 10:3)
Gracz,Tura,Dochod,Czas
1,1,3,20
2,1,3,9
1,2,3,50
2,2,3,17
1,3,3,44
2,3,3,11
1,4,5,58
2,4,3,17
1,5,5,83
2,5,3,8
1,6,5,98
2,6,3,10
1,7,5,366
2,7,3,17
1,8,5,257
2,8,3,16
1,9,5,355
2,9,3,17
1,10,5,335
2,10,3,19
1,11,5,327
2,11,3,8
1,12,5,332
2,12,3,17
1,13,8,270
2,13,3,20
1,14,8,203
2,14,3,18
1,15,8,266
2,15,3,17
1,16,8,538
2,16,3,8
1,17,8,620
2,17,3,21
1,18,8,492
2,18,3,8
1,19,8,446
2,19,3,17
1,20,8,464
2,20,3,18
1,21,8,321
2,21,3,8
1,22,13,227
2,22,3,16
1,23,13,264
2,23,3,11
1,24,13,296
2,24,3,15
1,25,13,409
2,25,3,16
1,26,13,267
2,26,3,20
1,27,13,293
2,27,3,9
1,28,13,252
2,28,3,16
1,29,13,474
2,29,3,17
1,30,15,529
2,30,3,23
1,31,15,458
2,31,3,18
1,32,15,446
2,32,3,17
1,33,15,273
2,33,3,8
1,34,15,150
2,34,3,11
1,35,15,115
2,35,3,16
1,36,15,126
2,36,3,9
1,37,15,248
2,37,3,11
1,38,15,226
2,38,3,16
1,39,15,321
2,39,3,21
1,40,15,149
2,40,3,13
1,41,15,109
2,41,3,16
1,42,22,66
2,42,3,15
1,43,22,26
2,43,3,8
1,44,22,34
2,44,3,10
1,45,22,26
2,45,3,19
1,46,22,12
2,46,3,8
1,47,22,12
2,47,3,9
1,48,22,16
2,48,3,23
1,49,22,9
2,49,3,9
1,50,22,8
2,50,3,18
1,51,27,18
