Poczatek gry. (27.10.2015 4:52)
Gracz,Tura,Dochod,Czas
1,1,3,1008
2,1,3,18
1,2,3,1004
2,2,3,23
1,3,3,1013
2,3,3,18
1,4,3,1018
2,4,3,24
1,5,6,1013
2,5,3,9
1,6,6,1009
2,6,3,9
1,7,6,1004
2,7,3,12
1,8,6,1003
2,8,3,12
1,9,6,1006
2,9,3,9
1,10,6,1013
2,10,3,18
1,11,8,1014
2,11,3,19
1,12,8,1005
2,12,3,21
1,13,8,1005
2,13,3,11
1,14,8,1003
2,14,3,9
1,15,8,1007
2,15,3,11
1,16,8,1005
2,16,3,9
1,17,8,1005
2,17,3,12
1,18,8,1006
2,18,3,20
1,19,8,1012
2,19,3,10
1,20,8,1004
2,20,3,16
1,21,8,1013
2,21,3,8
1,22,8,1003
2,22,3,9
1,23,8,1003
2,23,3,10
1,24,8,1003
2,24,3,19
1,25,8,1014
2,25,3,20
1,26,8,1014
2,26,3,25
1,27,13,1013
2,27,3,11
1,28,13,1004
2,28,3,10
1,29,13,1014
2,29,3,18
1,30,13,1013
2,30,3,9
1,31,13,1004
2,31,3,11
1,32,13,1003
2,32,3,21
1,33,13,1013
2,33,3,19
1,34,13,1005
2,34,3,18
1,35,18,1012
2,35,3,8
1,36,18,1003
2,36,3,18
1,37,18,1015
2,37,3,159
1,38,18,1076
2,38,3,127
1,39,18,1004
2,39,3,9
1,40,18,1014
2,40,3,9
1,41,18,1014
2,41,3,9
1,42,18,1003
2,42,3,19
1,43,18,1015
2,43,3,21
1,44,18,1019
2,44,3,19
1,45,18,1010
2,45,3,21
1,46,20,1010
2,46,3,20
1,47,20,1020
2,47,3,19
1,48,20,1015
2,48,3,20
1,49,27,1021
