Poczatek gry. (27.10.2015 0:54)
Gracz,Tura,Dochod,Czas
1,1,3,125
2,1,3,25
1,2,3,534
2,2,3,11
1,3,3,586
2,3,3,21
1,4,3,486
2,4,3,20
1,5,3,139
2,5,3,23
1,6,6,627
2,6,3,9
1,7,6,394
2,7,3,9
1,8,6,385
2,8,3,26
1,9,6,102
2,9,3,9
1,10,6,117
2,10,3,19
1,11,8,629
2,11,3,9
1,12,8,398
2,12,3,20
1,13,8,164
2,13,3,10
1,14,8,266
2,14,3,9
1,15,8,460
2,15,3,8
1,16,8,457
2,16,3,9
1,17,8,522
2,17,3,10
1,18,8,681
2,18,3,8
1,19,8,1123
2,19,3,11
1,20,8,1073
2,20,3,9
1,21,8,1357
2,21,3,10
1,22,8,1192
2,22,3,12
1,23,10,864
2,23,3,15
1,24,10,466
2,24,3,10
1,25,10,843
2,25,3,9
1,26,10,841
2,26,3,9
1,27,10,1017
2,27,3,18
1,28,10,1203
2,28,3,12
1,29,10,779
2,29,3,10
1,30,15,200
2,30,3,17
1,31,15,130
2,31,3,20
1,32,15,101
2,32,3,19
1,33,15,172
2,33,3,10
1,34,15,176
2,34,3,19
1,35,15,127
2,35,3,18
1,36,15,93
2,36,3,18
1,37,15,205
2,37,3,16
1,38,15,194
2,38,3,9
1,39,20,102
2,39,3,9
1,40,20,125
2,40,3,9
1,41,20,98
2,41,3,9
1,42,20,33
2,42,3,16
1,43,20,35
2,43,3,17
1,44,20,25
2,44,3,16
1,45,20,21
2,45,3,20
1,46,20,20
2,46,3,11
1,47,20,10
2,47,3,19
1,48,20,19
2,48,3,20
1,49,20,12
2,49,3,18
1,50,20,21
2,50,3,22
1,51,27,19
