Poczatek gry. (27.10.2015 4:29)
Gracz,Tura,Dochod,Czas
1,1,3,1008
2,1,3,13
1,2,3,1005
2,2,3,10
1,3,3,1006
2,3,3,11
1,4,3,1005
2,4,3,22
1,5,3,1017
2,5,3,11
1,6,3,1007
2,6,3,9
1,7,3,1006
2,7,3,10
1,8,3,1005
2,8,5,9
1,9,3,1013
2,9,5,10
1,10,3,1008
2,10,5,10
1,11,3,1004
2,11,5,10
1,12,3,1005
2,12,5,17
1,13,3,1013
2,13,5,10
1,14,3,1004
2,14,5,21
1,15,8,1016
2,15,5,12
1,16,8,1007
2,16,5,11
1,17,8,1015
2,17,5,10
1,18,8,1007
2,18,5,22
1,19,8,1009
2,19,5,10
1,20,8,1004
2,20,5,10
1,21,8,1013
2,21,5,15
1,22,10,1008
2,22,5,24
1,23,10,1017
2,23,5,10
1,24,10,1015
2,24,5,10
1,25,10,1006
2,25,5,21
1,26,10,1006
2,26,5,89
1,27,10,1016
2,27,5,19
1,28,10,1008
2,28,5,9
1,29,10,1006
2,29,5,15
1,30,10,1007
2,30,5,10
1,31,10,1005
2,31,5,20
1,32,10,1014
2,32,5,12
1,33,10,1005
2,33,5,11
1,34,10,1006
2,34,5,20
1,35,10,1005
2,35,5,20
1,36,10,1014
2,36,5,21
1,37,10,1015
2,37,5,21
1,38,10,1006
2,38,5,19
1,39,10,1014
2,39,5,22
1,40,10,1006
2,40,5,9
1,41,10,1014
2,41,5,21
1,42,10,1008
2,42,5,10
1,43,10,1005
2,43,5,21
1,44,10,1007
2,44,5,21
1,45,10,1015
2,45,5,10
1,46,10,1013
2,46,5,22
1,47,10,1015
2,47,5,21
1,48,10,1014
2,48,5,20
1,49,15,1015
2,49,5,10
1,50,15,1004
2,50,5,19
1,51,18,1014
2,51,5,12
1,52,18,1004
2,52,5,10
1,53,18,1008
2,53,5,12
1,54,18,1007
2,54,5,13
1,55,18,1006
2,55,5,12
1,56,18,1007
2,56,5,13
1,57,18,1005
2,57,5,11
1,58,18,1007
2,58,5,11
1,59,18,1004
2,59,5,15
1,60,18,1008
2,60,5,10
1,61,25,1010
2,61,5,10
1,62,25,1014
2,62,3,12
1,63,25,1010
2,63,3,20
1,64,25,1014
2,64,3,21
1,65,27,1025
