Poczatek gry. (27.10.2015 4:53)
Gracz,Tura,Dochod,Czas
1,1,3,1007
2,1,3,11
1,2,3,1011
2,2,3,10
1,3,3,1008
2,3,3,9
1,4,3,1035
2,4,3,20
1,5,3,1015
2,5,3,9
1,6,3,1013
2,6,3,10
1,7,3,1003
2,7,3,19
1,8,3,1021
2,8,3,19
1,9,3,1014
2,9,3,29
1,10,3,1007
2,10,3,8
1,11,3,1004
2,11,3,11
1,12,3,1015
2,12,3,10
1,13,3,1005
2,13,3,20
1,14,8,1014
2,14,3,11
1,15,8,1013
2,15,3,9
1,16,8,1008
2,16,3,9
1,17,8,1018
2,17,3,12
1,18,8,1006
2,18,3,9
1,19,8,1007
2,19,3,13
1,20,8,1006
2,20,3,17
1,21,8,1005
2,21,3,12
1,22,8,1003
2,22,3,9
1,23,8,1003
2,23,3,9
1,24,8,1005
2,24,3,9
1,25,8,1004
2,25,3,20
1,26,8,1005
2,26,3,10
1,27,8,1011
2,27,3,19
1,28,8,1014
2,28,3,8
1,29,8,1013
2,29,3,10
1,30,8,1005
2,30,3,9
1,31,8,1004
2,31,3,18
1,32,10,1012
2,32,3,22
1,33,10,1013
2,33,3,17
1,34,10,1013
2,34,3,9
1,35,10,1003
2,35,3,20
1,36,15,1005
2,36,3,19
1,37,15,1013
2,37,3,19
1,38,15,1006
2,38,3,19
1,39,15,1013
2,39,3,19
1,40,15,1006
2,40,3,18
1,41,15,1012
2,41,3,19
1,42,15,1007
2,42,3,19
1,43,15,1013
2,43,3,9
1,44,15,1003
2,44,3,19
1,45,22,1013
2,45,3,18
1,46,22,1013
2,46,5,19
1,47,22,1013
2,47,3,8
1,48,25,1010
2,48,3,9
1,49,25,1017
2,49,3,18
1,50,25,1017
2,50,3,20
1,51,27,1018
