Poczatek gry. (26.10.2015 10:10)
Gracz,Tura,Dochod,Czas
1,1,3,11
2,1,3,19
1,2,3,110
2,2,3,9
1,3,3,81
2,3,3,10
1,4,3,166
2,4,3,10
1,5,3,166
2,5,3,9
1,6,3,118
2,6,5,20
1,7,6,83
2,7,5,19
1,8,6,108
2,8,5,19
1,9,6,174
2,9,5,19
1,10,6,129
2,10,5,11
1,11,8,66
2,11,5,10
1,12,8,114
2,12,5,12
1,13,8,158
2,13,5,21
1,14,8,166
2,14,5,10
1,15,8,185
2,15,5,21
1,16,8,152
2,16,5,10
1,17,8,130
2,17,5,9
1,18,13,104
2,18,5,11
1,19,13,165
2,19,5,11
1,20,13,276
2,20,5,21
1,21,13,563
2,21,5,22
1,22,13,571
2,22,5,12
1,23,13,486
2,23,5,10
1,24,13,386
2,24,5,21
1,25,13,417
2,25,3,10
1,26,13,520
2,26,3,20
1,27,13,353
2,27,3,9
1,28,13,445
2,28,3,9
1,29,13,555
2,29,3,21
1,30,13,565
2,30,3,9
1,31,13,392
2,31,3,10
1,32,13,227
2,32,3,10
1,33,13,131
2,33,3,21
1,34,13,287
2,34,3,21
1,35,20,198
2,35,3,19
1,36,20,123
2,36,3,9
1,37,20,95
2,37,3,9
1,38,22,47
2,38,3,21
1,39,22,54
2,39,3,21
1,40,22,42
2,40,3,20
1,41,22,24
2,41,3,22
1,42,22,29
2,42,3,21
1,43,22,14
2,43,3,10
1,44,22,12
2,44,3,12
1,45,22,16
2,45,3,10
1,46,22,14
2,46,3,23
1,47,22,25
2,47,3,15
1,48,27,10
