Poczatek gry. (27.10.2015 4:32)
Gracz,Tura,Dochod,Czas
1,1,3,1015
2,1,3,12
1,2,3,1011
2,2,3,15
1,3,3,1006
2,3,3,21
1,4,3,1014
2,4,3,11
1,5,3,1015
2,5,3,19
1,6,3,1019
2,6,3,9
1,7,3,1006
2,7,3,18
1,8,3,1010
2,8,3,8
1,9,3,1015
2,9,3,10
1,10,3,1005
2,10,3,10
1,11,8,1007
2,11,3,10
1,12,8,1004
2,12,3,9
1,13,8,1005
2,13,3,10
1,14,8,1004
2,14,3,58
1,15,8,1005
2,15,3,10
1,16,8,1005
2,16,3,10
1,17,8,1014
2,17,3,10
1,18,8,1005
2,18,3,21
1,19,8,1005
2,19,3,10
1,20,8,1004
2,20,3,10
1,21,8,1008
2,21,3,20
1,22,8,1016
2,22,3,11
1,23,13,1008
2,23,3,14
1,24,13,1005
2,24,3,17
1,25,13,1005
2,25,3,19
1,26,13,1014
2,26,3,19
1,27,13,1008
2,27,3,19
1,28,13,1014
2,28,3,20
1,29,13,1012
2,29,3,21
1,30,13,1015
2,30,3,9
1,31,13,1014
2,31,3,21
1,32,13,1014
2,32,3,20
1,33,13,1015
2,33,3,9
1,34,13,1005
2,34,3,19
1,35,13,1014
2,35,3,9
1,36,13,1004
2,36,3,10
1,37,13,1006
2,37,5,20
1,38,13,1015
2,38,5,14
1,39,13,1014
2,39,5,20
1,40,16,1016
2,40,5,9
1,41,18,1004
2,41,5,10
1,42,18,1014
2,42,5,10
1,43,18,1004
2,43,5,10
1,44,18,1015
2,44,5,9
1,45,18,1014
2,45,5,9
1,46,25,1005
2,46,5,9
1,47,25,1005
2,47,5,21
1,48,25,1009
2,48,5,11
1,49,25,1008
2,49,3,19
1,50,25,1017
2,50,3,10
1,51,25,1010
2,51,3,19
1,52,27,1021
