Poczatek gry. (27.10.2015 5:2)
Gracz,Tura,Dochod,Czas
1,1,3,1008
2,1,3,13
1,2,3,1028
2,2,3,11
1,3,3,1014
2,3,3,22
1,4,3,1043
2,4,3,10
1,5,3,1004
2,5,3,10
1,6,3,1005
2,6,3,11
1,7,3,1005
2,7,3,16
1,8,5,1004
2,8,3,10
1,9,5,1004
2,9,3,11
1,10,5,1005
2,10,3,21
1,11,5,1015
2,11,3,25
1,12,5,1006
2,12,3,12
1,13,5,1007
2,13,3,15
1,14,5,1007
2,14,3,15
1,15,5,1004
2,15,3,11
1,16,5,1004
2,16,3,20
1,17,5,1006
2,17,3,10
1,18,5,1006
2,18,3,15
1,19,5,1006
2,19,3,11
1,20,5,1006
2,20,3,11
1,21,5,1006
2,21,3,10
1,22,5,1014
2,22,3,21
1,23,5,1006
2,23,3,20
1,24,5,1015
2,24,3,21
1,25,5,1015
2,25,3,21
1,26,5,1017
2,26,3,20
1,27,5,1015
2,27,3,20
1,28,5,1015
2,28,3,10
1,29,5,1016
2,29,3,9
1,30,5,1004
2,30,3,21
1,31,8,1015
2,31,3,20
1,32,8,1014
2,32,3,21
1,33,8,1006
2,33,3,20
1,34,8,1015
2,34,3,20
1,35,8,1015
2,35,3,20
1,36,8,1015
2,36,3,19
1,37,8,1015
2,37,3,22
1,38,8,1015
2,38,3,20
1,39,8,1015
2,39,3,9
1,40,8,1004
2,40,3,21
1,41,8,1015
2,41,3,19
1,42,8,1007
2,42,3,21
1,43,8,1017
2,43,3,18
1,44,8,1014
2,44,3,20
1,45,8,1015
2,45,3,18
1,46,8,1007
2,46,3,20
1,47,8,1014
2,47,3,22
1,48,8,1014
2,48,3,21
1,49,8,1015
2,49,3,22
1,50,8,1015
2,50,3,10
1,51,13,1015
2,51,3,24
1,52,13,1007
2,52,3,21
1,53,13,1015
2,53,3,20
1,54,13,1007
2,54,3,20
1,55,13,1008
2,55,3,21
1,56,13,1015
2,56,3,20
1,57,13,1007
2,57,3,21
1,58,13,1015
2,58,3,20
1,59,13,1164
2,59,3,129
1,60,20,1019
2,60,3,22
1,61,20,1015
2,61,3,20
1,62,22,1016
2,62,3,21
1,63,22,1078
2,63,3,20
1,64,27,1015
