Poczatek gry. (27.10.2015 4:17)
Gracz,Tura,Dochod,Czas
1,1,3,1019
2,1,3,11
1,2,3,1007
2,2,3,11
1,3,5,1006
2,3,3,24
1,4,5,1009
2,4,3,14
1,5,5,1007
2,5,3,21
1,6,5,1015
2,6,3,22
1,7,5,1016
2,7,3,22
1,8,5,1018
2,8,3,11
1,9,5,1020
2,9,3,25
1,10,5,1016
2,10,3,20
1,11,5,1008
2,11,3,21
1,12,5,1015
2,12,3,23
1,13,5,1008
2,13,3,21
1,14,5,1018
2,14,3,31
1,15,5,1018
2,15,3,22
1,16,5,1006
2,16,3,26
1,17,5,1019
2,17,3,22
1,18,7,1019
2,18,3,21
1,19,7,1017
2,19,3,23
1,20,7,1017
2,20,3,22
1,21,7,1008
2,21,3,24
1,22,7,1017
2,22,3,24
1,23,7,1016
2,23,3,17
1,24,7,1012
2,24,3,10
1,25,7,1008
2,25,3,21
1,26,7,1009
2,26,3,20
1,27,7,1007
2,27,3,22
1,28,7,1008
2,28,3,22
1,29,7,1017
2,29,3,23
1,30,7,1011
2,30,3,22
1,31,7,1017
2,31,3,11
1,32,10,1005
2,32,3,24
1,33,10,1018
2,33,3,25
1,34,10,1016
2,34,3,23
1,35,10,1008
2,35,3,24
1,36,10,1016
2,36,3,14
1,37,10,1016
2,37,3,23
1,38,15,1016
2,38,3,11
1,39,15,1016
2,39,3,23
1,40,15,1017
2,40,3,9
1,41,15,1013
2,41,3,10
1,42,15,1005
2,42,3,11
1,43,15,1106
2,43,3,140
1,44,15,1017
2,44,3,26
1,45,15,1007
2,45,3,23
1,46,15,1020
2,46,3,22
1,47,15,1017
2,47,3,22
1,48,15,1015
2,48,3,23
1,49,15,1017
2,49,3,20
1,50,15,1015
2,50,3,22
1,51,15,1017
2,51,3,10
1,52,20,1005
2,52,3,25
1,53,20,1026
2,53,3,11
1,54,20,1020
2,54,3,24
1,55,20,1016
2,55,3,24
1,56,20,1014
2,56,3,10
1,57,20,1025
2,57,3,24
1,58,27,1025
