Poczatek gry. (27.10.2015 0:53)
Gracz,Tura,Dochod,Czas
1,1,3,359
2,1,3,24
1,2,3,168
2,2,3,11
1,3,3,134
2,3,3,10
1,4,3,134
2,4,3,8
1,5,3,288
2,5,3,9
1,6,3,297
2,6,3,9
1,7,3,140
2,7,3,20
1,8,5,140
2,8,3,9
1,9,5,702
2,9,3,21
1,10,5,730
2,10,3,19
1,11,5,162
2,11,3,10
1,12,5,143
2,12,3,9
1,13,5,441
2,13,3,9
1,14,5,440
2,14,3,11
1,15,5,444
2,15,3,10
1,16,5,505
2,16,3,19
1,17,5,484
2,17,3,22
1,18,5,437
2,18,3,10
1,19,5,99
2,19,3,10
1,20,5,856
2,20,3,19
1,21,5,294
2,21,3,8
1,22,5,283
2,22,3,9
1,23,5,189
2,23,3,8
1,24,5,506
2,24,3,20
1,25,5,406
2,25,3,10
1,26,5,246
2,26,3,9
1,27,5,236
2,27,3,19
1,28,5,298
2,28,3,13
1,29,5,616
2,29,3,9
1,30,12,345
2,30,3,23
1,31,12,250
2,31,3,20
1,32,12,186
2,32,3,9
1,33,12,246
2,33,3,19
1,34,12,189
2,34,3,15
1,35,15,115
2,35,3,10
1,36,15,519
2,36,3,17
1,37,15,160
2,37,3,10
1,38,15,104
2,38,3,8
1,39,17,348
2,39,3,18
1,40,17,466
2,40,3,19
1,41,17,153
2,41,3,9
1,42,17,206
2,42,3,9
1,43,17,164
2,43,3,18
1,44,17,136
2,44,3,9
1,45,17,108
2,45,3,10
1,46,17,140
2,46,3,8
1,47,17,150
2,47,3,19
1,48,17,136
2,48,3,19
1,49,17,124
2,49,3,19
1,50,17,86
2,50,3,19
1,51,17,98
2,51,3,24
1,52,22,65
2,52,3,9
1,53,22,53
2,53,3,9
1,54,22,25
2,54,3,12
1,55,22,12
2,55,3,9
1,56,19,19
2,56,3,11
1,57,22,11
2,57,3,19
1,58,22,11
2,58,3,11
1,59,27,18
