Poczatek gry. (27.10.2015 0:52)
Gracz,Tura,Dochod,Czas
1,1,3,151
2,1,3,26
1,2,3,185
2,2,3,16
1,3,5,1234
2,3,3,19
1,4,5,1722
2,4,3,9
1,5,5,148
2,5,3,9
1,6,5,231
2,6,3,24
1,7,5,175
2,7,3,12
1,8,5,144
2,8,3,9
1,9,5,108
2,9,3,17
1,10,8,669
2,10,3,18
1,11,8,305
2,11,3,12
1,12,8,648
2,12,3,11
1,13,8,156
2,13,3,10
1,14,8,249
2,14,3,11
1,15,8,631
2,15,3,13
1,16,8,479
2,16,3,18
1,17,8,485
2,17,3,19
1,18,8,314
2,18,3,13
1,19,13,188
2,19,5,16
1,20,13,180
2,20,5,11
1,21,13,461
2,21,5,18
1,22,13,316
2,22,5,17
1,23,13,303
2,23,5,20
1,24,13,315
2,24,5,18
1,25,13,314
2,25,3,9
1,26,13,451
2,26,3,19
1,27,13,439
2,27,3,9
1,28,15,260
2,28,3,20
1,29,15,180
2,29,3,19
1,30,15,196
2,30,3,9
1,31,15,218
2,31,3,15
1,32,15,404
2,32,3,17
1,33,15,504
2,33,3,18
1,34,15,477
2,34,3,23
1,35,15,487
2,35,3,18
1,36,15,440
2,36,3,9
1,37,15,405
2,37,3,9
1,38,15,258
2,38,3,18
1,39,15,151
2,39,3,17
1,40,15,83
2,40,3,18
1,41,22,49
