Poczatek gry. (27.10.2015 5:1)
Gracz,Tura,Dochod,Czas
1,1,3,1012
2,1,3,13
1,2,3,1005
2,2,3,12
1,3,3,1006
2,3,3,10
1,4,3,1004
2,4,3,11
1,5,3,1004
2,5,3,19
1,6,3,1020
2,6,3,22
1,7,3,1017
2,7,3,9
1,8,8,1020
2,8,3,10
1,9,8,1006
2,9,3,10
1,10,8,1015
2,10,3,10
1,11,8,1015
2,11,3,10
1,12,8,1042
2,12,3,54
1,13,10,1049
2,13,3,29
1,14,10,1007
2,14,3,10
1,15,10,1007
2,15,3,10
1,16,10,1014
2,16,3,10
1,17,10,1004
2,17,3,20
1,18,10,1008
2,18,3,21
1,19,10,1009
2,19,3,13
1,20,10,1006
2,20,3,10
1,21,10,1007
2,21,3,13
1,22,10,1013
2,22,3,9
1,23,10,1005
2,23,3,22
1,24,10,1006
2,24,3,10
1,25,10,1005
2,25,3,21
1,26,10,1004
2,26,3,11
1,27,10,1004
2,27,3,10
1,28,10,1005
2,28,3,21
1,29,10,1006
2,29,3,15
1,30,10,1005
2,30,3,11
1,31,10,1006
2,31,3,13
1,32,10,1004
2,32,3,10
1,33,10,1005
2,33,3,11
1,34,10,1004
2,34,3,22
1,35,10,1014
2,35,3,13
1,36,10,1004
2,36,3,10
1,37,10,1004
2,37,3,9
1,38,10,1015
2,38,3,10
1,39,10,1003
2,39,3,20
1,40,10,1008
2,40,3,21
1,41,10,1006
2,41,3,20
1,42,10,1015
2,42,3,21
1,43,10,1014
2,43,3,19
1,44,10,1014
2,44,3,21
1,45,10,1014
2,45,3,20
1,46,15,1015
2,46,3,21
1,47,15,1004
2,47,3,20
1,48,15,1016
2,48,3,20
1,49,15,1133
2,49,3,123
1,50,22,1015
2,50,5,21
1,51,22,1016
2,51,3,22
1,52,25,1019
2,52,3,21
1,53,25,1024
2,53,3,22
1,54,25,1019
2,54,3,22
1,55,25,1022
2,55,3,20
1,56,27,1022
