Poczatek gry. (27.10.2015 4:16)
Gracz,Tura,Dochod,Czas
1,1,3,1038
2,1,3,25
1,2,3,1019
2,2,3,10
1,3,5,1005
2,3,3,11
1,4,5,1010
2,4,3,11
1,5,5,1006
2,5,3,21
1,6,5,1017
2,6,3,11
1,7,5,1008
2,7,3,20
1,8,5,1023
2,8,3,10
1,9,5,1008
2,9,3,44
1,10,5,1007
2,10,3,10
1,11,5,1006
2,11,3,25
1,12,5,1019
2,12,3,24
1,13,5,1020
2,13,3,22
1,14,5,1019
2,14,3,10
1,15,5,1018
2,15,3,10
1,16,5,1007
2,16,3,19
1,17,5,1014
2,17,3,23
1,18,5,1018
2,18,3,10
1,19,5,1005
2,19,3,22
1,20,5,1018
2,20,3,9
1,21,5,1016
2,21,3,10
1,22,5,1012
2,22,3,10
1,23,5,1005
2,23,3,20
1,24,5,1011
2,24,3,22
1,25,5,1008
2,25,3,21
1,26,5,1009
2,26,3,10
1,27,5,1007
2,27,3,10
1,28,5,1006
2,28,3,23
1,29,8,1019
2,29,3,11
1,30,8,1019
2,30,3,11
1,31,8,1005
2,31,3,11
1,32,8,1007
2,32,3,12
1,33,8,1021
2,33,3,27
1,34,8,1007
2,34,3,21
1,35,8,1017
2,35,3,10
1,36,8,1007
2,36,3,21
1,37,8,1017
2,37,3,23
1,38,5,1018
2,38,3,12
1,39,5,1007
2,39,3,21
1,40,5,1018
2,40,3,11
1,41,5,1019
2,41,3,10
1,42,5,1005
2,42,3,22
1,43,5,1020
2,43,3,16
1,44,7,1016
2,44,3,21
1,45,10,1010
2,45,3,11
1,46,10,1015
2,46,3,23
1,47,10,1019
2,47,3,23
1,48,10,1007
2,48,3,20
1,49,15,1006
2,49,3,10
1,50,15,1006
2,50,3,12
1,51,15,1004
2,51,3,11
1,52,15,1117
2,52,3,85
1,53,15,1097
2,53,3,96
1,54,15,1005
2,54,3,22
1,55,15,1017
2,55,3,11
1,56,15,1090
2,56,3,144
1,57,15,1006
2,57,3,23
1,58,15,1017
2,58,3,21
1,59,15,1015
2,59,3,22
1,60,22,1016
