Poczatek gry. (27.10.2015 0:50)
Gracz,Tura,Dochod,Czas
1,1,3,1201
2,1,3,11
1,2,3,281
2,2,3,10
1,3,3,519
2,3,3,10
1,4,3,253
2,4,3,11
1,5,3,364
2,5,3,12
1,6,8,213
2,6,3,10
1,7,8,210
2,7,3,12
1,8,8,394
2,8,3,8
1,9,8,723
2,9,3,19
1,10,8,497
2,10,3,23
1,11,10,367
2,11,3,22
1,12,10,364
2,12,3,9
1,13,10,282
2,13,3,18
1,14,10,333
2,14,3,9
1,15,10,160
2,15,3,20
1,16,13,818
2,16,3,18
1,17,8,986
2,17,3,15
1,18,8,381
2,18,3,18
1,19,8,828
2,19,3,9
1,20,8,132
2,20,3,9
1,21,8,187
2,21,3,9
1,22,8,523
2,22,3,10
1,23,8,750
2,23,3,8
1,24,8,1028
2,24,3,9
1,25,13,669
2,25,3,9
1,26,13,1328
2,26,3,30
1,27,13,983
2,27,3,8
1,28,13,674
2,28,3,8
1,29,13,928
2,29,3,8
1,30,13,893
2,30,3,18
1,31,15,533
2,31,3,17
1,32,15,344
2,32,3,18
1,33,15,577
2,33,3,20
1,34,15,472
2,34,3,9
1,35,15,273
2,35,3,10
1,36,15,109
2,36,3,17
1,37,20,97
2,37,3,15
1,38,20,89
2,38,3,18
1,39,20,83
2,39,3,8
1,40,20,59
2,40,3,9
1,41,20,46
2,41,3,8
1,42,20,39
2,42,3,19
1,43,20,39
2,43,3,18
1,44,20,25
2,44,3,9
1,45,20,22
2,45,3,18
1,46,20,19
2,46,3,18
1,47,20,19
2,47,3,17
1,48,20,11
2,48,3,12
1,49,20,11
2,49,3,20
1,50,20,18
2,50,3,12
1,51,27,18
