Poczatek gry. (27.10.2015 7:1)
Gracz,Tura,Dochod,Czas
1,1,3,2005
2,1,3,428
1,2,3,2032
2,2,3,218
1,3,3,2013
2,3,3,219
1,4,3,2047
2,4,3,334
1,5,3,2014
2,5,3,279
1,6,3,2013
2,6,5,204
1,7,6,2041
2,7,5,143
1,8,6,2012
2,8,5,212
1,9,6,2014
2,9,5,480
1,10,3,2017
2,10,5,1190
1,11,3,2014
2,11,5,785
1,12,3,2015
2,12,5,1248
1,13,3,2014
2,13,5,908
1,14,3,2013
2,14,6,1311
1,15,3,2016
2,15,6,1533
1,16,3,2016
2,16,6,1552
1,17,3,2013
2,17,6,1453
1,18,3,2015
2,18,5,1435
1,19,3,2005
2,19,5,984
1,20,3,2015
2,20,5,906
1,21,3,2004
2,21,5,138
1,22,3,2014
2,22,5,206
1,23,3,2013
2,23,7,178
1,24,3,2013
2,24,7,859
1,25,3,2004
2,25,7,629
1,26,3,2014
2,26,10,826
1,27,3,2013
2,27,10,921
1,28,3,2004
2,28,10,653
1,29,3,2013
2,29,10,1061
1,30,3,2015
2,30,10,1974
1,31,3,2028
2,31,10,1632
1,32,3,2014
2,32,10,1584
1,33,3,2012
2,33,10,1188
1,34,3,2012
2,34,10,870
1,35,3,2014
2,35,10,968
1,36,3,2013
2,36,10,1210
1,37,3,2006
2,37,10,635
1,38,3,2014
2,38,10,553
1,39,3,2012
2,39,10,565
1,40,3,2013
2,40,10,386
1,41,3,2014
2,41,10,279
1,42,3,2015
2,42,10,411
1,43,3,2015
2,43,10,584
1,44,3,2013
2,44,10,561
1,45,3,2013
2,45,10,514
1,46,3,2013
2,46,10,439
1,47,3,2013
2,47,15,473
1,48,3,2012
2,48,13,328
1,49,3,2013
2,49,15,459
1,50,3,2013
2,50,15,330
1,51,3,2013
2,51,15,194
1,52,3,2123
2,52,15,193
1,53,3,2013
2,53,15,109
1,54,3,2015
2,54,13,177
1,55,3,2012
2,55,13,162
1,56,3,2013
2,56,20,162
1,57,3,2234
2,57,20,149
1,58,3,2018
2,58,22,71
1,59,3,2013
2,59,22,64
1,60,3,2014
2,60,22,223
1,61,3,2017
2,61,22,38
1,62,3,2018
2,62,22,30
1,63,3,2024
2,63,22,21
1,64,3,2027
2,64,22,23
1,65,3,2020
2,65,22,21
1,66,3,2029
2,66,22,19
1,67,3,2025
2,67,27,19
