Poczatek gry. (27.10.2015 4:41)
Gracz,Tura,Dochod,Czas
1,1,3,1011
2,1,3,30
1,2,3,1006
2,2,3,13
1,3,3,1005
2,3,3,15
1,4,3,1011
2,4,3,14
1,5,3,1009
2,5,3,20
1,6,3,1036
2,6,3,22
1,7,3,1005
2,7,3,10
1,8,8,1016
2,8,3,20
1,9,8,1006
2,9,3,10
1,10,8,1006
2,10,3,20
1,11,8,1005
2,11,3,18
1,12,8,1012
2,12,3,11
1,13,8,1005
2,13,3,9
1,14,8,1005
2,14,3,18
1,15,8,1017
2,15,3,21
1,16,8,1008
2,16,3,12
1,17,8,1005
2,17,3,22
1,18,8,1003
2,18,3,21
1,19,8,1016
2,19,3,14
1,20,8,1006
2,20,3,10
1,21,8,1004
2,21,3,22
1,22,8,1012
2,22,3,18
1,23,8,1005
2,23,3,11
1,24,8,1006
2,24,3,14
1,25,8,1007
2,25,3,10
1,26,8,1009
2,26,3,10
1,27,8,1018
2,27,3,10
1,28,8,1006
2,28,3,12
1,29,10,1007
2,29,3,13
1,30,10,1004
2,30,3,9
1,31,10,1016
2,31,3,12
1,32,10,1006
2,32,3,10
1,33,10,1015
2,33,3,10
1,34,10,1004
2,34,3,10
1,35,10,1016
2,35,3,9
1,36,10,1005
2,36,3,15
1,37,10,1006
2,37,3,10
1,38,10,1123
2,38,3,106
1,39,10,1044
2,39,3,11
1,40,10,1015
2,40,3,22
1,41,13,1008
2,41,3,10
1,42,13,1005
2,42,3,32
1,43,13,1005
2,43,3,22
1,44,17,1015
2,44,3,19
1,45,20,1005
2,45,3,11
1,46,20,1005
2,46,3,10
1,47,25,1016
2,47,3,23
1,48,18,1023
2,48,3,14
1,49,20,1015
2,49,3,11
1,50,27,1011
