Poczatek gry. (27.10.2015 0:50)
Gracz,Tura,Dochod,Czas
1,1,3,15
2,1,3,11
1,2,3,32
2,2,3,24
1,3,5,31
2,3,3,13
1,4,5,110
2,4,3,10
1,5,5,950
2,5,3,11
1,6,5,3115
2,6,3,11
1,7,5,211
2,7,3,11
1,8,5,387
2,8,3,20
1,9,5,577
2,9,3,26
1,10,5,1022
2,10,3,22
1,11,5,748
2,11,3,24
1,12,7,536
2,12,3,12
1,13,7,544
2,13,3,22
1,14,7,385
2,14,3,12
1,15,7,345
2,15,3,12
1,16,7,315
2,16,3,25
1,17,10,232
2,17,3,23
1,18,10,177
2,18,3,15
1,19,10,137
2,19,3,10
1,20,10,155
2,20,3,11
1,21,10,113
2,21,3,14
1,22,10,96
2,22,8,11
1,23,10,118
2,23,3,23
1,24,15,308
2,24,3,17
1,25,15,229
2,25,3,10
1,26,15,300
2,26,3,22
1,27,15,322
2,27,3,22
1,28,15,212
2,28,3,12
1,29,15,217
2,29,3,23
1,30,15,520
2,30,3,10
1,31,15,568
2,31,3,11
1,32,15,378
2,32,3,10
1,33,15,232
2,33,3,24
1,34,15,85
2,34,3,14
1,35,15,65
2,35,3,15
1,36,22,67
2,36,3,10
1,37,22,44
2,37,3,22
1,38,22,44
2,38,3,23
1,39,22,35
2,39,3,19
1,40,22,39
2,40,3,20
1,41,22,16
2,41,3,14
1,42,22,15
2,42,3,22
1,43,22,24
2,43,3,23
1,44,22,22
2,44,3,22
1,45,27,20
