Poczatek gry. (27.10.2015 8:5)
Gracz,Tura,Dochod,Czas
1,1,3,2010
2,1,3,999
1,2,3,2015
2,2,3,158
1,3,3,2015
2,3,3,202
1,4,3,2017
2,4,3,168
1,5,3,2007
2,5,3,149
1,6,3,2013
2,6,3,122
1,7,3,2041
2,7,3,180
1,8,3,2014
2,8,3,237
1,9,8,2014
2,9,3,207
1,10,8,2016
2,10,3,690
1,11,8,2016
2,11,3,250
1,12,8,2015
2,12,3,307
1,13,8,2015
2,13,3,102
1,14,8,2012
2,14,3,104
1,15,8,2014
2,15,3,33
1,16,8,2007
2,16,3,174
1,17,8,2005
2,17,3,188
1,18,8,2015
2,18,3,69
1,19,8,2015
2,19,3,138
1,20,3,2014
2,20,3,443
1,21,8,2018
2,21,3,109
1,22,8,2015
2,22,3,168
1,23,8,2014
2,23,3,93
1,24,10,2015
2,24,3,115
1,25,5,2016
2,25,3,300
1,26,5,2014
2,26,3,664
1,27,5,2015
2,27,3,1128
1,28,3,2158
2,28,3,396
1,29,3,2014
2,29,3,214
1,30,3,2003
2,30,3,172
1,31,3,2006
2,31,3,155
1,32,3,2015
2,32,3,981
1,33,3,2017
2,33,3,1079
1,34,3,2015
2,34,3,472
1,35,3,2015
2,35,3,729
1,36,3,2014
2,36,3,253
1,37,3,2005
2,37,3,279
1,38,3,2014
2,38,3,185
1,39,3,2004
2,39,3,214
1,40,5,2015
2,40,3,128
1,41,8,2014
2,41,3,87
1,42,8,2014
2,42,3,78
1,43,8,2004
2,43,3,95
1,44,8,2011
2,44,3,81
1,45,5,2007
2,45,3,197
1,46,5,2013
2,46,3,102
1,47,5,2015
2,47,3,101
1,48,5,2014
2,48,3,74
1,49,5,2016
2,49,3,64
1,50,5,2014
2,50,3,76
1,51,5,2015
2,51,3,54
1,52,5,2016
2,52,3,26
1,53,5,2005
2,53,3,71
1,54,5,2015
2,54,3,1198
1,55,5,2004
2,55,10,1769
1,56,5,2004
2,56,3,112
1,57,5,2014
2,57,3,175
1,58,5,2015
2,58,3,31
1,59,5,2015
2,59,3,10
1,60,5,2004
2,60,3,22
1,61,5,2015
2,61,3,45
1,62,5,2013
2,62,3,21
1,63,5,2014
2,63,3,20
1,64,5,2014
2,64,3,21
1,65,5,2014
2,65,3,21
1,66,5,2015
2,66,3,23
1,67,5,2013
2,67,3,36
1,68,5,2016
2,68,3,67
1,69,5,2016
2,69,3,52
1,70,8,2015
2,70,3,20
1,71,8,2004
2,71,3,32
1,72,8,2014
2,72,3,68
1,73,5,2013
2,73,3,214
1,74,5,2019
2,74,3,56
1,75,5,2022
2,75,3,26
1,76,3,2010
2,76,3,20
1,77,6,2014
2,77,3,251
1,78,6,2005
2,78,3,26
1,79,6,2015
2,79,3,36
1,80,6,2163
2,80,3,35
1,81,6,2015
2,81,3,20
1,82,11,2007
2,82,3,24
1,83,6,2014
2,83,3,27
1,84,8,2015
2,84,3,14
1,85,8,2005
2,85,3,44
1,86,8,2014
2,86,3,11
1,87,15,2259
2,87,3,298
1,88,15,2015
2,88,3,23
1,89,15,2007
2,89,3,32
1,90,15,2084
2,90,3,47
1,91,17,2012
2,91,3,30
1,92,22,2012
2,92,3,49
1,93,22,2016
2,93,3,27
1,94,27,2016
