Poczatek gry. (27.10.2015 6:54)
Gracz,Tura,Dochod,Czas
1,1,3,2022
2,1,3,338
1,2,3,2014
2,2,3,170
1,3,3,2013
2,3,3,813
1,4,3,2015
2,4,3,419
1,5,3,2014
2,5,5,169
1,6,3,2011
2,6,5,3387
1,7,3,2013
2,7,5,3163
1,8,3,2013
2,8,5,278
1,9,8,2013
2,9,5,243
1,10,3,2012
2,10,5,172
1,11,3,2014
2,11,5,440
1,12,3,2012
2,12,5,294
1,13,3,2012
2,13,3,528
1,14,3,2013
2,14,3,708
1,15,3,2004
2,15,3,889
1,16,5,2014
2,16,3,477
1,17,5,2014
2,17,3,334
1,18,5,2013
2,18,3,234
1,19,5,2007
2,19,3,634
1,20,3,2014
2,20,3,463
1,21,3,2015
2,21,3,467
1,22,8,2012
2,22,3,119
1,23,8,2012
2,23,8,287
1,24,8,2013
2,24,3,126
1,25,8,2014
2,25,3,176
1,26,8,2014
2,26,3,165
1,27,8,2013
2,27,3,88
1,28,8,2013
2,28,3,76
1,29,10,2013
2,29,3,113
1,30,5,2013
2,30,3,221
1,31,5,2013
2,31,3,198
1,32,5,2007
2,32,3,183
1,33,5,2010
2,33,3,243
1,34,10,2011
2,34,3,177
1,35,5,2015
2,35,3,272
1,36,5,2020
2,36,3,241
1,37,5,2113
2,37,3,189
1,38,5,2013
2,38,3,180
1,39,5,2012
2,39,6,145
1,40,5,2012
2,40,6,121
1,41,5,2014
2,41,3,76
1,42,5,2012
2,42,3,128
1,43,5,2013
2,43,3,185
1,44,5,2006
2,44,3,333
1,45,5,2012
2,45,3,400
1,46,5,2013
2,46,3,268
1,47,5,2014
2,47,3,88
1,48,5,2004
2,48,3,73
1,49,5,2012
2,49,3,83
1,50,5,2013
2,50,3,178
1,51,5,2012
2,51,3,302
1,52,5,2014
2,52,3,73
1,53,10,2012
2,53,3,547
1,54,10,2013
2,54,3,45
1,55,10,2067
2,55,3,10
1,56,10,2004
2,56,3,27
1,57,10,2011
2,57,3,62
1,58,10,2013
2,58,3,63
1,59,10,2013
2,59,3,78
1,60,10,2012
2,60,3,55
1,61,10,2013
2,61,3,155
1,62,5,2013
2,62,3,46
1,63,5,2003
2,63,3,100
1,64,5,2014
2,64,3,236
1,65,5,2003
2,65,3,69
1,66,8,2206
2,66,3,232
1,67,8,2012
2,67,3,138
1,68,8,2012
2,68,3,189
1,69,8,2013
2,69,3,83
1,70,8,2012
2,70,6,139
1,71,8,2004
2,71,3,276
1,72,8,2078
2,72,3,179
1,73,8,2013
2,73,3,231
1,74,8,2012
2,74,3,103
1,75,8,2003
2,75,3,64
1,76,8,2127
2,76,3,119
1,77,8,2012
2,77,3,86
1,78,8,2065
2,78,3,110
1,79,10,2014
2,79,3,47
1,80,10,2012
2,80,3,8
1,81,10,2013
2,81,3,21
1,82,10,2013
2,82,3,86
1,83,10,2118
2,83,3,25
1,84,10,2006
2,84,3,42
1,85,10,2012
2,85,3,69
1,86,10,2012
2,86,3,49
1,87,10,2013
2,87,3,104
1,88,10,2004
2,88,3,40
1,89,10,2012
2,89,3,260
1,90,10,2013
2,90,3,276
1,91,10,2012
2,91,3,291
1,92,12,2014
2,92,3,326
1,93,7,2239
2,93,3,261
1,94,12,2113
2,94,3,278
1,95,12,2015
2,95,3,194
1,96,12,2012
2,96,3,9
1,97,19,2017
2,97,3,20
1,98,22,2029
2,98,3,21
1,99,27,2024
