Poczatek gry. (27.10.2015 4:21)
Gracz,Tura,Dochod,Czas
1,1,3,1009
2,1,3,14
1,2,3,1006
2,2,3,25
1,3,5,1014
2,3,3,10
1,4,5,1005
2,4,3,12
1,5,5,1003
2,5,3,10
1,6,5,1004
2,6,3,9
1,7,5,1007
2,7,3,10
1,8,5,1005
2,8,3,20
1,9,5,1017
2,9,3,9
1,10,5,1004
2,10,3,23
1,11,5,1014
2,11,3,10
1,12,5,1016
2,12,3,11
1,13,5,1005
2,13,3,20
1,14,5,1014
2,14,3,8
1,15,10,1009
2,15,3,11
1,16,10,1003
2,16,3,10
1,17,10,1006
2,17,3,89
1,18,10,1004
2,18,3,11
1,19,10,1005
2,19,3,10
1,20,10,1004
2,20,3,9
1,21,10,1004
2,21,3,10
1,22,10,1004
2,22,3,9
1,23,10,1003
2,23,3,9
1,24,10,1004
2,24,3,11
1,25,15,1013
2,25,3,9
1,26,15,1005
2,26,3,10
1,27,15,1004
2,27,3,10
1,28,15,1004
2,28,3,21
1,29,15,1007
2,29,3,10
1,30,15,1004
2,30,3,11
1,31,15,1005
2,31,3,8
1,32,10,1012
2,32,3,9
1,33,10,1005
2,33,3,9
1,34,10,1004
2,34,3,13
1,35,10,1005
2,35,3,11
1,36,10,1004
2,36,3,10
1,37,10,1004
2,37,3,11
1,38,10,1005
2,38,3,22
1,39,10,1015
2,39,3,24
1,40,10,1015
2,40,3,20
1,41,10,1014
2,41,3,13
1,42,10,1006
2,42,3,18
1,43,10,1014
2,43,3,19
1,44,10,1005
2,44,3,21
1,45,13,1008
2,45,3,11
1,46,13,1006
2,46,3,19
1,47,13,1021
2,47,3,20
1,48,13,1013
2,48,3,13
1,49,10,1004
2,49,3,18
1,50,13,1126
2,50,3,135
1,51,20,1004
2,51,3,20
1,52,20,1014
2,52,3,20
1,53,20,1007
2,53,3,19
1,54,22,1006
2,54,3,19
1,55,22,1015
2,55,3,19
1,56,22,1009
2,56,3,10
1,57,27,1018
