Poczatek gry. (27.10.2015 7:44)
Gracz,Tura,Dochod,Czas
1,1,3,2009
2,1,3,480
1,2,3,2004
2,2,3,453
1,3,3,2015
2,3,3,666
1,4,3,2015
2,4,3,754
1,5,3,2015
2,5,3,375
1,6,3,2014
2,6,8,688
1,7,3,2006
2,7,8,196
1,8,3,2009
2,8,8,401
1,9,3,2014
2,9,8,680
1,10,3,2013
2,10,8,482
1,11,5,2026
2,11,10,538
1,12,5,2017
2,12,5,148
1,13,5,2013
2,13,5,395
1,14,5,2014
2,14,5,469
1,15,5,2012
2,15,10,359
1,16,5,2014
2,16,5,379
1,17,5,2015
2,17,5,514
1,18,5,2014
2,18,3,528
1,19,5,2014
2,19,8,409
1,20,5,2014
2,20,8,1039
1,21,5,2015
2,21,3,792
1,22,3,2013
2,22,3,793
1,23,5,2015
2,23,3,607
1,24,5,2014
2,24,3,879
1,25,5,2010
2,25,3,954
1,26,5,2014
2,26,3,691
1,27,5,2004
2,27,3,789
1,28,5,2014
2,28,3,1097
1,29,5,2013
2,29,3,1226
1,30,5,2015
2,30,3,1084
1,31,5,2019
2,31,3,512
1,32,5,2014
2,32,8,513
1,33,5,2013
2,33,3,326
1,34,5,2013
2,34,3,294
1,35,5,2014
2,35,3,406
1,36,5,2032
2,36,3,156
1,37,5,2012
2,37,3,184
1,38,5,2017
2,38,3,283
1,39,5,2015
2,39,3,92
1,40,5,2004
2,40,3,190
1,41,5,2016
2,41,6,177
1,42,5,2083
2,42,3,163
1,43,5,2004
2,43,8,178
1,44,5,2012
2,44,3,197
1,45,5,2013
2,45,3,361
1,46,5,2013
2,46,3,359
1,47,5,2012
2,47,3,353
1,48,5,2014
2,48,8,583
1,49,5,2013
2,49,3,496
1,50,5,2003
2,50,8,902
1,51,5,2016
2,51,3,561
1,52,5,2014
2,52,3,754
1,53,5,2004
2,53,8,1939
1,54,5,2073
2,54,3,425
1,55,5,2013
2,55,3,519
1,56,5,2003
2,56,3,862
1,57,5,2014
2,57,3,838
1,58,5,2013
2,58,3,560
1,59,5,2013
2,59,3,276
1,60,5,2014
2,60,3,279
1,61,5,2015
2,61,3,357
1,62,5,2014
2,62,3,533
1,63,5,2013
2,63,3,532
1,64,3,2013
2,64,3,832
1,65,3,2014
2,65,3,200
1,66,6,2013
2,66,3,747
1,67,6,2015
2,67,5,741
1,68,6,2014
2,68,3,643
1,69,6,2013
2,69,3,923
1,70,6,2016
2,70,5,122
1,71,6,2014
2,71,3,149
1,72,6,2014
2,72,3,130
1,73,6,2118
2,73,3,211
1,74,6,2014
2,74,3,281
1,75,3,2095
2,75,3,742
1,76,6,2062
2,76,3,111
1,77,6,2013
2,77,3,159
1,78,6,2004
2,78,3,124
1,79,6,2144
2,79,3,133
1,80,6,2014
2,80,3,139
1,81,13,2014
2,81,5,199
1,82,13,2094
2,82,3,282
1,83,13,2013
2,83,3,122
1,84,10,2186
2,84,3,133
1,85,10,2015
2,85,3,86
1,86,10,2014
2,86,3,104
1,87,10,2014
2,87,3,71
1,88,10,2150
2,88,3,83
1,89,3,2020
2,89,3,105
1,90,3,2013
2,90,3,145
1,91,8,2004
2,91,3,185
1,92,8,2013
2,92,3,78
1,93,3,2012
2,93,3,150
1,94,3,2222
2,94,3,141
1,95,3,2013
2,95,3,380
1,96,5,2206
2,96,3,138
1,97,6,2012
2,97,3,258
1,98,6,2013
2,98,3,191
1,99,6,2014
2,99,3,120
1,100,13,2013
2,100,3,101
1,101,15,2042
2,101,3,102
1,102,15,2013
2,102,3,46
1,103,15,2003
2,103,3,328
1,104,12,2004
2,104,3,110
1,105,12,2013
2,105,3,408
1,106,17,2013
2,106,3,501
1,107,17,2118
2,107,3,77
1,108,17,2016
2,108,3,240
1,109,15,2111
2,109,3,14
1,110,15,2020
2,110,3,30
1,111,22,2017
2,111,3,20
1,112,25,2028
2,112,3,21
1,113,27,2022
