Poczatek gry. (27.10.2015 5:59)
Gracz,Tura,Dochod,Czas
1,1,3,2018
2,1,3,83
1,2,3,2019
2,2,3,287
1,3,3,2017
2,3,3,318
1,4,3,2016
2,4,3,403
1,5,3,2016
2,5,3,520
1,6,3,2017
2,6,3,85
1,7,3,2016
2,7,3,131
1,8,3,2018
2,8,3,469
1,9,5,2005
2,9,8,268
1,10,5,2005
2,10,3,439
1,11,5,2006
2,11,3,111
1,12,5,2068
2,12,3,1378
1,13,5,2006
2,13,3,458
1,14,5,2015
2,14,3,91
1,15,5,2018
2,15,3,2618
1,16,5,2020
2,16,3,520
1,17,5,2018
2,17,5,484
1,18,5,2019
2,18,5,593
1,19,5,2016
2,19,5,715
1,20,5,2017
2,20,5,856
1,21,5,2005
2,21,3,460
1,22,5,2016
2,22,3,731
1,23,5,2019
2,23,3,266
1,24,5,2017
2,24,3,261
1,25,5,2017
2,25,3,284
1,26,5,2017
2,26,3,182
1,27,5,2017
2,27,3,858
1,28,5,2018
2,28,6,663
1,29,5,2018
2,29,3,500
1,30,5,2014
2,30,3,1078
1,31,5,2014
2,31,3,1161
1,32,3,2018
2,32,3,1112
1,33,3,2018
2,33,3,566
1,34,5,2015
2,34,3,342
1,35,5,2017
2,35,3,290
1,36,5,2019
2,36,3,264
1,37,5,2016
2,37,3,355
1,38,5,2018
2,38,3,395
1,39,5,2019
2,39,5,272
1,40,5,2005
2,40,5,1218
1,41,5,2017
2,41,5,419
1,42,5,2005
2,42,3,826
1,43,5,2017
2,43,3,597
1,44,5,2005
2,44,6,591
1,45,5,2005
2,45,3,387
1,46,5,2017
2,46,5,403
1,47,5,2018
2,47,5,628
1,48,5,2059
2,48,5,396
1,49,10,2122
2,49,5,178
1,50,10,2022
2,50,5,302
1,51,10,2016
2,51,3,349
1,52,10,2017
2,52,3,633
1,53,10,2017
2,53,3,296
1,54,10,2017
2,54,3,77
1,55,10,2017
2,55,3,242
1,56,10,2016
2,56,3,77
1,57,5,2016
2,57,3,293
1,58,5,2171
2,58,3,368
1,59,5,2017
2,59,3,86
1,60,5,2018
2,60,3,141
1,61,5,2016
2,61,3,199
1,62,5,2017
2,62,3,160
1,63,5,2017
2,63,3,172
1,64,5,2017
2,64,3,299
1,65,3,2019
2,65,3,499
1,66,3,2045
2,66,3,475
1,67,3,2017
2,67,3,243
1,68,3,2017
2,68,3,151
1,69,3,2005
2,69,3,128
1,70,3,2017
2,70,3,131
1,71,3,2030
2,71,3,98
1,72,3,2018
2,72,3,97
1,73,3,2017
2,73,3,95
1,74,10,2017
2,74,3,157
1,75,10,2131
2,75,3,49
1,76,10,2005
2,76,3,56
1,77,10,2017
2,77,3,71
1,78,10,2017
2,78,5,388
1,79,10,2017
2,79,5,132
1,80,10,2017
2,80,5,111
1,81,3,2010
2,81,5,352
1,82,3,2016
2,82,5,361
1,83,3,2165
2,83,5,568
1,84,3,2036
2,84,5,432
1,85,6,2009
2,85,5,713
1,86,6,2017
2,86,5,591
1,87,3,2020
2,87,5,952
1,88,10,2027
2,88,5,872
1,89,10,2020
2,89,3,379
1,90,15,2017
2,90,3,425
1,91,10,2023
2,91,3,115
1,92,10,2013
2,92,3,93
1,93,8,2013
2,93,3,95
1,94,8,2032
2,94,3,365
1,95,10,2169
2,95,3,150
1,96,10,2014
2,96,3,112
1,97,10,2012
2,97,3,182
1,98,17,2012
2,98,3,94
1,99,17,2007
2,99,3,38
1,100,17,2012
2,100,3,52
1,101,17,2013
2,101,3,197
1,102,17,2120
2,102,3,48
1,103,17,2014
2,103,3,200
1,104,20,2013
2,104,3,93
1,105,22,2014
2,105,3,270
1,106,15,2212
2,106,3,211
1,107,15,2125
2,107,3,111
1,108,15,2014
2,108,3,421
1,109,15,2013
2,109,3,270
1,110,15,2013
2,110,3,248
1,111,15,2063
2,111,3,205
1,112,15,2015
2,112,3,290
1,113,20,2183
2,113,3,274
1,114,20,2013
2,114,3,271
1,115,20,2024
2,115,3,14
1,116,20,2020
2,116,3,30
1,117,20,2022
2,117,3,10
1,118,20,2015
2,118,3,30
1,119,20,2023
2,119,3,11
1,120,27,2014
