Poczatek gry. (27.10.2015 0:51)
Gracz,Tura,Dochod,Czas
1,1,3,375
2,1,3,22
1,2,3,388
2,2,3,9
1,3,3,260
2,3,3,12
1,4,3,191
2,4,3,19
1,5,3,192
2,5,5,18
1,6,3,211
2,6,5,12
1,7,3,179
2,7,5,10
1,8,8,220
2,8,5,9
1,9,8,178
2,9,5,18
1,10,8,426
2,10,3,9
1,11,8,682
2,11,3,9
1,12,8,458
2,12,3,18
1,13,10,658
2,13,3,11
1,14,10,366
2,14,3,19
1,15,10,366
2,15,3,18
1,16,10,308
2,16,3,19
1,17,10,302
2,17,3,18
1,18,10,224
2,18,3,9
1,19,13,182
2,19,3,9
1,20,13,727
2,20,3,17
1,21,13,677
2,21,3,19
1,22,13,158
2,22,3,18
1,23,13,137
2,23,3,17
1,24,13,201
2,24,3,9
1,25,13,151
2,25,3,9
1,26,13,91
2,26,3,17
1,27,10,359
2,27,3,18
1,28,10,151
2,28,3,17
1,29,10,390
2,29,3,18
1,30,10,117
2,30,3,19
1,31,10,138
2,31,3,18
1,32,10,574
2,32,3,18
1,33,10,365
2,33,3,19
1,34,10,329
2,34,3,21
1,35,10,338
2,35,3,9
1,36,10,329
2,36,3,20
1,37,10,209
2,37,3,27
1,38,15,193
2,38,3,17
1,39,15,146
2,39,3,10
1,40,15,132
2,40,3,18
1,41,15,131
2,41,3,9
1,42,15,90
2,42,3,10
1,43,15,171
2,43,3,8
1,44,15,219
2,44,3,9
1,45,15,71
2,45,3,18
1,46,20,29
2,46,3,19
1,47,20,28
2,47,3,12
1,48,20,30
2,48,3,15
1,49,20,15
2,49,3,10
1,50,20,11
2,50,3,9
1,51,20,18
2,51,3,8
1,52,20,11
