Poczatek gry. (27.10.2015 5:40)
Gracz,Tura,Dochod,Czas
1,1,3,2029
2,1,3,576
1,2,3,2016
2,2,3,602
1,3,3,2019
2,3,3,643
1,4,3,2008
2,4,3,127
1,5,3,2015
2,5,3,219
1,6,3,2007
2,6,3,272
1,7,3,2007
2,7,3,322
1,8,3,2006
2,8,3,348
1,9,3,2018
2,9,8,217
1,10,5,2005
2,10,8,206
1,11,5,2007
2,11,8,381
1,12,3,2028
2,12,8,445
1,13,3,2006
2,13,3,283
1,14,3,2017
2,14,3,409
1,15,3,2007
2,15,3,593
1,16,3,2016
2,16,3,757
1,17,3,2017
2,17,3,566
1,18,3,2016
2,18,3,660
1,19,3,2014
2,19,3,703
1,20,3,2016
2,20,3,525
1,21,3,2016
2,21,3,698
1,22,3,2008
2,22,3,709
1,23,3,2008
2,23,3,530
1,24,3,2005
2,24,3,985
1,25,3,2016
2,25,3,178
1,26,3,2017
2,26,8,1283
1,27,3,2013
2,27,8,1342
1,28,6,2015
2,28,8,965
1,29,3,2005
2,29,8,1238
1,30,6,2005
2,30,8,893
1,31,3,2017
2,31,8,939
1,32,3,2015
2,32,3,784
1,33,3,2018
2,33,3,759
1,34,3,2009
2,34,3,626
1,35,3,2016
2,35,3,750
1,36,3,2006
2,36,3,540
1,37,3,2019
2,37,3,452
1,38,3,2016
2,38,3,456
1,39,3,2016
2,39,3,872
1,40,3,2016
2,40,3,1120
1,41,3,2006
2,41,8,1587
1,42,3,2014
2,42,3,1043
1,43,3,2015
2,43,3,1479
1,44,5,2012
2,44,3,649
1,45,5,2017
2,45,3,636
1,46,5,2054
2,46,3,616
1,47,5,2016
2,47,6,441
1,48,5,2016
2,48,3,288
1,49,5,2003
2,49,3,693
1,50,5,2015
2,50,3,1536
1,51,5,2014
2,51,3,240
1,52,5,2004
2,52,3,229
1,53,5,2015
2,53,3,1606
1,54,5,2013
2,54,3,683
1,55,5,2016
2,55,3,909
1,56,5,2003
2,56,3,788
1,57,5,2016
2,57,3,1221
1,58,5,2015
2,58,3,731
1,59,5,2015
2,59,3,939
1,60,5,2015
2,60,3,1593
1,61,5,2017
2,61,3,1531
1,62,5,2109
2,62,3,227
1,63,5,2016
2,63,3,191
1,64,5,2014
2,64,3,189
1,65,5,2014
2,65,3,173
1,66,5,2015
2,66,3,203
1,67,5,2015
2,67,3,296
1,68,5,2015
2,68,3,301
1,69,5,2004
2,69,3,297
1,70,5,2014
2,70,3,249
1,71,5,2016
2,71,3,221
1,72,3,2016
2,72,3,206
1,73,8,2015
2,73,3,1226
1,74,8,2037
2,74,3,1362
1,75,3,2039
2,75,3,238
1,76,3,2007
2,76,3,169
1,77,3,2014
2,77,3,254
1,78,3,2016
2,78,3,253
1,79,3,2014
2,79,3,284
1,80,3,2015
2,80,3,218
1,81,3,2015
2,81,3,242
1,82,3,2014
2,82,3,154
1,83,3,2014
2,83,3,214
1,84,3,2014
2,84,3,161
1,85,3,2016
2,85,3,247
1,86,3,2015
2,86,3,310
1,87,3,2004
2,87,3,245
1,88,3,2015
2,88,3,246
1,89,3,2005
2,89,3,262
1,90,3,2016
2,90,3,296
1,91,3,2016
2,91,3,324
1,92,3,2016
2,92,3,325
1,93,6,2015
2,93,3,172
1,94,6,2014
2,94,3,1307
1,95,6,2016
2,95,8,180
1,96,6,2015
2,96,3,1226
1,97,3,2005
2,97,3,217
1,98,3,2015
2,98,3,240
1,99,3,2014
2,99,3,280
1,100,3,2015
2,100,3,283
1,101,3,2015
2,101,3,204
1,102,3,2022
2,102,3,217
1,103,3,2016
2,103,3,230
1,104,3,2004
2,104,3,275
1,105,3,2015
2,105,3,350
1,106,3,2016
2,106,3,431
1,107,3,2016
2,107,3,544
1,108,3,2005
2,108,3,543
1,109,6,2016
2,109,3,211
1,110,6,2015
2,110,5,1271
1,111,6,2016
2,111,3,937
1,112,6,2013
2,112,3,972
1,113,3,2014
2,113,3,232
1,114,3,2015
2,114,3,329
1,115,3,2013
2,115,3,358
1,116,3,2017
2,116,3,397
1,117,3,2014
2,117,3,391
1,118,3,2014
2,118,3,388
1,119,3,2013
2,119,3,410
1,120,3,2015
2,120,3,514
1,121,6,2015
2,121,8,450
1,122,6,2014
2,122,8,415
1,123,6,2004
2,123,8,369
1,124,6,2004
2,124,3,267
1,125,3,2013
2,125,3,343
1,126,3,2013
2,126,3,479
1,127,3,2216
2,127,3,879
1,128,3,2017
2,128,3,732
1,129,3,2024
2,129,3,412
1,130,3,2015
2,130,3,630
1,131,6,2017
2,131,3,438
1,132,8,2032
2,132,3,376
1,133,5,2211
2,133,3,656
1,134,3,2059
2,134,3,786
1,135,3,2161
2,135,3,815
1,136,3,2218
2,136,3,687
1,137,3,2138
2,137,3,543
1,138,3,2114
2,138,3,392
1,139,3,2107
2,139,3,302
1,140,3,2050
2,140,3,178
1,141,3,2177
2,141,3,217
1,142,10,2177
2,142,3,1439
1,143,10,2005
2,143,3,159
1,144,8,2015
2,144,3,231
1,145,6,2014
2,145,5,212
1,146,6,2013
2,146,3,192
1,147,8,2014
2,147,3,711
1,148,5,2015
2,148,3,537
1,149,5,2012
2,149,3,220
1,150,5,2008
2,150,3,923
1,151,5,2016
2,151,3,928
1,152,10,2004
2,152,3,1394
1,153,8,2015
2,153,3,961
1,154,13,2017
2,154,3,176
1,155,13,2180
2,155,3,133
1,156,8,2004
2,156,3,270
1,157,6,2014
2,157,3,406
1,158,6,2017
2,158,3,330
1,159,11,2015
2,159,3,465
1,160,11,2041
2,160,3,155
1,161,8,2015
2,161,3,120
1,162,3,2012
2,162,3,125
1,163,5,2019
2,163,3,97
1,164,8,2015
2,164,5,142
1,165,8,2014
2,165,3,44
1,166,5,2004
2,166,3,117
1,167,10,2006
2,167,3,62
1,168,10,2005
2,168,3,376
1,169,17,2006
2,169,3,180
1,170,17,2121
2,170,3,260
1,171,10,2015
2,171,3,122
1,172,10,2014
2,172,5,458
1,173,10,2013
2,173,5,472
1,174,10,2090
2,174,3,79
1,175,10,2014
2,175,3,96
1,176,10,2014
2,176,3,148
1,177,10,2077
2,177,3,66
1,178,10,2030
2,178,3,54
1,179,10,2146
2,179,3,271
1,180,10,2108
2,180,3,447
1,181,12,2010
2,181,3,573
1,182,12,2004
2,182,3,214
1,183,12,2073
2,183,3,54
1,184,12,2071
2,184,3,136
1,185,10,2215
2,185,3,105
1,186,10,2072
2,186,3,246
1,187,10,2104
2,187,3,21
1,188,10,2015
2,188,3,201
1,189,15,2052
2,189,3,20
1,190,15,2013
2,190,3,228
1,191,15,2014
2,191,3,113
1,192,15,2017
2,192,3,9
1,193,15,2007
2,193,3,26
1,194,15,2065
2,194,3,24
1,195,22,2014
2,195,3,22
1,196,22,2025
2,196,3,13
1,197,27,2028
