Poczatek gry. (27.10.2015 0:53)
Gracz,Tura,Dochod,Czas
1,1,3,1040
2,1,3,0
1,2,3,269
2,2,3,9
1,3,3,917
2,3,3,18
1,4,3,233
2,4,3,19
1,5,3,342
2,5,3,21
1,6,3,318
2,6,3,24
1,7,8,228
2,7,3,9
1,8,8,203
2,8,3,10
1,9,8,404
2,9,3,9
1,10,8,699
2,10,3,19
1,11,3,382
2,11,3,9
1,12,8,378
2,12,3,19
1,13,8,506
2,13,8,9
1,14,8,550
2,14,3,19
1,15,10,880
2,15,3,25
1,16,10,880
2,16,3,9
1,17,10,1092
2,17,3,8
1,18,10,788
2,18,3,8
1,19,10,309
2,19,8,9
1,20,10,166
2,20,3,21
1,21,13,327
2,21,3,10
1,22,13,235
2,22,3,9
1,23,13,409
2,23,3,19
1,24,13,817
2,24,3,10
1,25,13,997
2,25,3,9
1,26,13,976
2,26,3,9
1,27,13,763
2,27,8,17
1,28,13,368
2,28,8,10
1,29,13,397
2,29,3,9
1,30,13,807
2,30,3,9
1,31,13,945
2,31,8,14
1,32,13,569
2,32,8,9
1,33,13,542
2,33,8,18
1,34,13,883
2,34,3,18
1,35,13,187
2,35,3,18
1,36,13,165
2,36,3,11
1,37,15,1163
2,37,3,10
1,38,15,825
2,38,3,14
1,39,15,511
2,39,3,18
1,40,15,640
2,40,3,20
1,41,15,359
2,41,8,9
1,42,15,107
2,42,3,18
1,43,15,232
2,43,3,18
1,44,15,178
2,44,3,15
1,45,15,80
2,45,3,9
1,46,22,128
2,46,8,10
1,47,22,255
2,47,3,20
1,48,22,98
2,48,3,18
1,49,22,52
2,49,3,19
1,50,22,53
2,50,3,10
1,51,22,37
2,51,3,10
1,52,22,20
2,52,3,11
1,53,22,12
2,53,3,9
1,54,22,22
2,54,3,9
1,55,22,10
2,55,3,9
1,56,22,10
2,56,3,20
1,57,27,18
